Employee_ID,Effective_Date,Salary_Grade,Stock_Options,Last_Promotion_Date,Base_Salary,Bonus,Total_Compensation
E-05184,2023-11-03 16:15:59.983742718,A,317,2022-12-04,11389252.527812703,556470.6958560479,12262723.22366875
E-05185,2024-01-23 20:29:51.328524810,D,291,2022-12-31,16314948.146834107,2916169.1861302275,19522117.332964335
E-05186,2024-03-21 02:16:53.359736726,D,751,2019-03-06,17718206.744558338,4713546.294422067,23182753.038980406
E-05187,2024-05-26 05:50:35.390212195,B,474,2021-11-14,12934745.034200367,2647895.6329537253,16056640.667154092
E-05188,2021-08-23 22:55:53.325576122,A,302,2020-01-22,8571311.473218836,1048785.7324696314,9922097.205688467
E-05189,2024-01-24 23:40:47.130395088,D,162,2021-09-26,13817456.626974083,3869279.6394016827,17848736.266375765
E-05190,2018-07-04 21:13:05.271235705,A,101,2023-04-27,14360636.63397222,1074862.6179092997,15536499.25188152
E-05191,2015-05-19 23:35:24.836236096,D,517,2019-05-28,22142280.878907442,2641984.2566932663,25301265.13560071
E-05192,2015-06-14 07:05:08.545848287,B,498,2019-06-04,15146493.374425229,1626631.4933158932,17271124.867741123
E-05193,2022-02-25 17:25:23.108605961,C,978,2021-12-13,10254200.97923922,3064009.143106972,14296210.122346193
E-05194,2022-09-02 16:39:39.612079451,D,853,2021-06-23,18936014.81769419,3793348.0507411333,23582362.868435323
E-05195,2023-09-15 16:47:41.133327935,D,209,2023-09-04,34826495.57832075,5136260.9407266425,40171756.519047394
E-05196,2013-11-10 12:25:35.081314322,D,395,2022-02-21,24382920.734916966,4725874.356848814,29503795.09176578
E-05197,2020-03-26 19:29:39.350362415,B,520,2023-12-07,14642125.168641273,2358280.6225469136,17520405.791188188
E-05198,2022-12-25 10:07:49.637584548,B,565,2020-03-02,16172487.654598117,1426903.9970276533,18164391.65162577
E-05199,2021-07-31 09:01:13.599494425,C,450,2022-09-02,4857335.183666723,2361952.48742897,7669287.6710956935
E-05200,2019-12-06 03:25:12.728206925,E,631,2022-10-26,17890439.080025833,3635559.4411487393,22156998.521174572
E-05201,2017-01-13 16:06:34.972255030,B,778,2019-06-11,12825892.21940895,2177239.654007387,15781131.873416336
E-05202,2016-06-13 03:28:43.539761913,D,72,2022-06-10,14467649.201838784,3465075.7110853214,18004724.912924103
E-05203,2018-03-13 00:56:42.088837377,B,624,2020-03-17,14397211.616364844,1260966.33420014,16282177.950564984
E-05204,2018-10-10 16:59:59.394821953,E,842,2022-02-14,17356210.231577642,5128085.888209965,23326296.119787607
E-05205,2012-04-13 11:28:13.101869795,D,292,2022-12-19,15820389.132454034,3714835.3707552785,19827224.50320931
E-05206,2021-11-14 17:44:15.037148492,D,107,2022-04-28,16838854.32028864,2785331.5205853153,19731185.840873957
E-05207,2016-07-01 17:57:35.233694999,B,267,2022-12-21,13821280.14688153,2029136.6418542666,16117416.788735796
E-05208,2019-09-26 02:24:42.570964108,E,487,2023-12-23,26626599.68957201,5338196.820813075,32451796.510385085
E-05209,2021-01-24 07:43:07.353563876,B,434,2019-04-29,15906811.53886355,1787665.437714127,18128476.976577677
E-05210,2021-01-03 16:21:45.729218968,A,173,2022-11-19,10734117.606502218,1173252.8723255445,12080370.478827763
E-05211,2023-05-11 02:26:05.348578348,E,155,2019-01-14,32903880.971797142,5124158.603847215,38183039.57564436
E-05212,2023-02-09 20:27:24.534090765,C,121,2023-03-01,13665098.286934322,2530445.970344477,16316544.257278798
E-05213,2022-02-17 06:19:00.511266691,B,651,2020-08-06,14912850.14245601,1935485.2665303196,17499335.40898633
E-05214,2022-07-12 20:47:01.538484578,B,293,2023-04-11,18748215.861952465,1464908.9420693628,20506124.804021828
E-05215,2022-10-03 22:49:29.844837715,A,106,2022-09-03,17130308.117199384,1077289.2367036093,18313597.35390299
E-05216,2015-10-18 03:28:48.037187199,C,165,2021-11-14,19737775.22728819,3168776.265845345,23071551.493133534
E-05217,2020-05-08 21:03:27.502309059,A,538,2021-05-29,15595674.535642004,1342607.8566167445,17476282.39225875
E-05218,2024-01-25 01:25:40.402163501,A,201,2019-11-17,14029851.209975218,1030138.15505261,15260989.365027828
E-05219,2023-06-12 21:36:00.286993290,E,14,2021-12-16,25789635.920424677,4676743.046951393,30480378.96737607
E-05220,2021-08-21 18:26:00.773959193,B,718,2021-02-05,14595027.214598127,2069044.1656966538,17382071.38029478
E-05221,2019-10-29 19:20:03.810871181,A,933,2022-11-27,15879536.526473379,722089.284176588,17534625.81064997
E-05222,2020-03-11 02:07:15.822582694,D,894,2019-03-20,24844821.92418167,2869457.726507359,28608279.65068903
E-05223,2022-10-22 04:43:11.049299019,D,65,2019-09-03,24205062.046888534,3679422.1238324414,27949484.170720976
E-05224,2018-10-27 19:37:50.319738102,D,925,2020-04-14,33822982.434027344,3356405.8191647697,38104388.25319211
E-05225,2022-03-02 09:41:36.273350402,B,376,2022-06-20,10514581.02454835,1544695.1460167605,12435276.17056511
E-05226,2022-04-12 08:30:52.022600026,E,613,2023-03-28,27049596.259111844,5690839.450928693,33353435.710040536
E-05227,2024-01-08 19:00:38.043887286,E,252,2021-09-22,28206137.369544152,4607738.6429757,33065876.01251985
E-05228,2017-04-17 15:23:54.417090208,B,778,2021-11-24,13521984.484083975,1620695.9365567816,15920680.420640755
E-05229,2016-04-14 10:01:36.544400016,D,862,2019-11-10,22001369.139339205,4668370.873934116,27531740.01327332
E-05230,2018-08-28 22:04:18.981828096,A,348,2020-09-27,13672461.952821735,1095354.5106005208,15115816.463422256
E-05231,2017-11-16 00:25:07.028093605,D,370,2023-08-19,19910296.897173647,2974313.7070087804,23254610.604182426
E-05232,2022-08-29 09:06:43.194867229,E,937,2022-08-19,31879507.55881022,4188855.9852495366,37005363.54405975
E-05233,2022-04-14 23:58:37.819616876,B,591,2020-03-17,12303425.483677134,1993047.706831344,14887473.190508477
E-05234,2018-12-05 22:51:20.460448097,C,910,2023-06-09,15870577.318935301,3581174.2714235024,20361751.590358805
E-05235,2015-09-25 22:10:29.790951420,D,499,2022-12-26,22279771.188463494,4518575.013100097,27297346.20156359
E-05236,2020-05-13 15:05:41.773297334,E,966,2022-12-09,27516793.65015775,4095022.008099191,32577815.65825694
E-05237,2015-07-05 22:12:46.721567076,A,132,2022-06-17,14971486.190983541,882818.9597195358,15986305.150703076
E-05238,2017-04-18 10:02:34.858808994,E,26,2019-07-26,37677376.08576259,4593134.575839132,42296510.66160172
E-05239,2017-07-27 09:17:26.516004639,E,295,2020-02-06,19359875.792355165,6291997.626126057,25946873.418481223
E-05240,2023-04-25 06:56:13.520061683,D,549,2019-03-13,29204964.560464535,4555377.591426403,34309342.15189094
E-05241,2019-03-17 04:51:12.100820062,C,227,2023-10-27,17705157.943479497,3174817.869590263,21106975.81306976
E-05242,2015-11-19 12:33:07.546480760,E,829,2021-03-01,22692104.93340631,5140562.472410627,28661667.405816935
E-05243,2023-11-13 22:03:25.246130837,A,474,2023-05-20,14137830.4987266,1311512.4575427186,15923342.95626932
E-05244,2021-12-24 11:48:42.037400850,A,609,2022-04-10,12379821.798878295,1525171.6790635996,14513993.477941895
E-05245,2021-11-04 07:55:26.381529591,D,728,2023-02-21,22299714.44698584,3791609.1737493174,26819323.620735157
E-05246,2017-06-29 03:03:46.472836688,D,623,2021-04-20,25926703.512088664,4487701.818351631,31037405.330440294
E-05247,2017-05-29 10:40:38.811716987,E,676,2021-07-29,32474858.03488893,4839022.293135229,37989880.32802416
E-05248,2018-11-30 04:16:22.791712393,D,486,2020-07-01,19749382.633530542,4405839.988503802,24641222.622034345
E-05249,2015-06-07 17:52:51.935584652,C,424,2021-07-24,14064791.599990195,2403651.5701304153,16892443.17012061
E-05250,2012-05-03 04:43:23.921362594,D,101,2022-01-04,23005827.941557582,6028538.913022775,29135366.854580358
E-05251,2021-05-05 15:47:32.825060853,E,789,2021-12-27,23956951.5857541,4050882.371720012,28796833.957474113
E-05252,2014-01-24 15:07:48.819680656,A,926,2023-03-08,11089890.73599917,1068689.8731934293,13084580.6091926
E-05253,2014-03-09 21:46:55.963338553,B,791,2022-06-15,12685407.896536022,1188892.8307340054,14665300.727270028
E-05254,2020-04-25 21:26:27.616205718,D,821,2022-08-30,20564779.138700254,3442313.353100041,24828092.491800293
E-05255,2013-02-09 04:51:43.230526723,B,542,2019-04-12,13147563.487019353,1930105.7777562344,15619669.264775587
E-05256,2015-11-02 08:40:33.870917092,B,571,2022-02-25,11884867.071898347,1567524.6087844034,14023391.68068275
E-05257,2021-05-27 20:42:53.900857745,B,943,2019-11-10,16358434.179915212,2167345.7972709415,19468779.977186155
E-05258,2018-05-11 03:29:14.898107183,B,160,2019-05-20,12756149.519928772,2106030.8779607066,15022180.397889478
E-05259,2016-06-16 00:16:46.087927877,E,346,2023-06-06,37356372.201869704,5301247.893018554,43003620.094888255
E-05260,2023-02-27 21:50:24.999805575,E,982,2019-05-29,19873447.806826416,4923357.94116374,25778805.747990157
E-05261,2022-09-13 15:20:19.651585668,B,957,2020-11-25,15535402.702371188,2379118.511533161,18871521.213904347
E-05262,2024-08-25 22:56:51.231714566,C,111,2023-06-18,13102758.079954322,3003608.8573678546,16217366.937322177
E-05263,2021-06-28 08:10:38.885939197,E,841,2020-12-17,36926137.71691455,6388090.032379278,44155227.74929383
E-05264,2017-07-29 02:20:03.162084443,D,443,2020-01-23,27281031.765399177,2619830.68516045,30343862.450559627
E-05265,2017-06-04 17:24:49.391609802,A,923,2019-12-22,12582688.922228312,770221.386387962,14275910.308616275
E-05266,2017-06-16 02:19:28.374283369,D,991,2022-05-25,26243883.173343383,3167983.0810714336,30402866.254414815
E-05267,2022-10-21 01:32:18.187284646,A,995,2023-05-09,8198165.335895853,849467.1683525562,10042632.504248409
E-05268,2016-02-28 17:31:57.321498613,A,395,2021-05-30,12844494.997516708,986772.0895907053,14226267.087107414
E-05269,2023-02-07 18:24:07.809869536,D,615,2022-12-26,23800264.010799263,4343458.73396341,28758722.744762674
E-05270,2018-09-30 19:53:44.193294979,E,748,2019-09-03,31247749.593005575,4777274.835168281,36773024.428173855
E-05271,2015-04-08 17:19:36.069348377,E,227,2019-08-28,35967734.515649974,4236151.337266041,40430885.85291602
E-05272,2020-07-21 22:07:14.856572890,C,675,2020-10-10,16615313.520407625,3798383.520637026,21088697.041044652
E-05273,2018-02-14 12:49:54.973795911,B,387,2020-01-07,12685868.320981173,2128394.387708566,15201262.708689738
E-05274,2021-02-11 15:10:08.016126383,D,452,2020-08-30,31671049.424102575,3574358.3151618335,35697407.739264406
E-05275,2022-11-17 12:15:00.667344141,A,962,2022-07-29,11949727.106169187,1007658.8974504092,13919386.003619596
E-05276,2014-03-12 15:41:53.826711595,E,953,2021-11-27,19985001.041017495,6563017.892859461,27501018.933876954
E-05277,2021-05-13 21:53:24.885680599,E,524,2019-06-23,23508950.22975928,4580969.765845308,28613919.99560459
E-05278,2020-02-26 04:20:00.894181389,D,104,2022-06-16,32338635.69650498,4156935.1987729706,36599570.89527795
E-05279,2022-07-02 07:49:49.439787207,A,928,2020-08-08,12223028.448507762,798197.9537830281,13949226.40229079
E-05280,2020-05-27 10:09:45.113276853,A,940,2019-07-02,11777783.429686654,886276.9611356242,13604060.390822278
E-05281,2017-08-28 20:35:20.223085778,D,888,2020-09-03,22070168.669409256,3440333.8428021464,26398502.512211405
E-05282,2017-04-11 15:55:53.544540684,C,420,2022-02-05,17090588.906004805,2483231.346715588,19993820.252720393
E-05283,2022-02-07 23:10:01.424247296,D,321,2022-01-06,23130615.192741357,3831537.6307704393,27283152.823511794
E-05284,2018-03-06 02:49:17.300150379,D,932,2023-09-06,17880765.344258346,6106153.18356983,24918918.527828176
E-05285,2020-09-07 02:27:25.830249871,C,233,2021-06-22,10377706.588109879,3633698.4262860212,14244405.0143959
E-05286,2022-12-28 12:23:14.861171275,D,52,2020-04-12,17722741.441155497,4494182.593680797,22268924.034836292
E-05287,2022-04-16 14:29:25.543469834,E,514,2020-04-25,26598441.484787997,5637405.008728354,32749846.493516352
E-05288,2013-10-03 15:53:15.319728205,E,304,2020-10-16,28218684.103846207,7345304.563471829,35867988.66731804
E-05289,2017-06-10 19:16:12.479019452,C,318,2022-06-04,19637941.831534393,3705488.5340493806,23661430.365583774
E-05290,2015-08-11 12:44:16.488513683,E,40,2020-02-13,23381644.415213913,7451712.624997291,30873357.040211204
E-05291,2023-04-29 07:32:15.204022211,C,375,2019-09-13,18338455.89427106,3757639.3746175948,22471095.268888656
E-05292,2019-02-18 18:30:42.226353903,D,471,2021-01-18,25698343.949641153,2979163.5717424434,29148507.5213836
E-05293,2019-08-29 09:17:20.787585158,E,641,2023-07-15,33306935.851549346,6088643.543298811,40036579.39484815
E-05294,2011-10-05 05:36:54.560808537,D,456,2022-03-03,20699447.122929733,3429070.72872509,24584517.851654824
E-05295,2013-05-06 17:25:59.369690426,C,886,2019-09-26,18181161.789179467,2703544.400234381,21770706.18941385
E-05296,2016-10-25 21:29:49.990229032,C,829,2023-01-27,17034754.181945637,2958273.7173450054,20822027.899290644
E-05297,2017-09-11 05:35:50.781594462,B,499,2023-03-26,19019999.656428628,1850733.5045991433,21369733.16102777
E-05298,2013-12-14 00:01:24.164716413,B,654,2021-12-18,14837874.548159372,2211448.088887376,17703322.637046747
E-05299,2021-07-15 21:40:18.038248984,D,871,2023-05-06,12053220.664705258,3093895.2709520655,16018115.935657322
E-05300,2019-11-30 11:58:24.253984222,A,372,2019-02-24,9559401.68976089,1152108.5726063866,11083510.262367276
E-05301,2024-05-30 09:10:21.187841867,D,935,2020-09-13,26751396.417441398,4257637.763460554,31944034.180901952
E-05302,2021-08-05 19:20:14.703013550,D,151,2022-09-21,13869013.14565066,4518066.633385601,18538079.77903626
E-05303,2022-05-23 18:17:06.684310325,C,99,2022-02-17,15030315.76709594,2177407.606438735,17306723.373534676
E-05304,2013-03-01 02:19:14.088297074,C,399,2019-03-09,20357133.73183039,2695830.7858442245,23451964.517674614
E-05305,2014-08-05 02:00:59.770588976,B,699,2023-04-04,15054452.29848234,2574259.314167467,18327711.612649806
E-05306,2021-02-08 11:14:15.295062456,A,899,2020-12-06,13156555.607674982,840191.8438509181,14895747.4515259
E-05307,2021-06-09 18:08:04.763683184,E,782,2023-03-13,25344814.16663845,6034938.163163932,32161752.32980238
E-05308,2022-07-26 18:49:29.549876295,E,797,2021-12-22,25936653.89382164,5119390.2157378495,31853044.10955949
E-05309,2020-05-21 23:49:56.302799749,A,523,2022-04-22,11954841.12887278,1013588.9668973008,13491430.095770082
E-05310,2021-04-15 08:21:07.660950963,B,262,2021-04-26,13487535.349339161,1639182.8874801954,15388718.236819357
E-05311,2015-02-21 00:02:12.120761229,D,971,2019-02-16,22429358.837454144,3449495.245445502,26849854.082899645
E-05312,2020-10-30 19:29:27.509727405,D,402,2021-11-13,23075179.06068615,2860815.7329432266,26337994.793629374
E-05313,2021-10-04 19:04:56.406995563,E,6,2021-12-02,29165752.112587232,5461260.053456591,34633012.166043825
E-05314,2023-02-07 07:53:28.086064958,C,731,2023-08-16,12775458.153578755,3143559.6846976005,16650017.838276355
E-05315,2015-03-30 07:21:56.207910587,E,532,2021-08-03,30316437.349808995,4917702.5692683915,35766139.91907739
E-05316,2015-11-27 21:01:11.615264857,A,910,2023-12-14,11617767.356295345,1231888.4005071986,13759655.756802544
E-05317,2020-10-22 12:50:15.506579007,D,682,2021-04-30,24178775.00090799,4025918.114390032,28886693.11529802
E-05318,2023-03-05 22:33:37.747440708,B,349,2023-03-18,13667063.427489253,2189396.974168011,16205460.401657265
E-05319,2023-02-10 06:17:34.335541944,E,188,2020-12-25,35056816.1475632,5258574.900737141,40503391.04830034
E-05320,2015-08-22 16:48:29.475380830,B,469,2021-07-12,11627002.02432155,1858756.3390266232,13954758.363348173
E-05321,2019-05-03 08:07:53.717708602,B,23,2023-08-26,16665515.306935987,1504131.8242590078,18192647.131194994
E-05322,2019-09-10 18:53:47.353548191,E,572,2022-05-16,30469696.34272287,5470579.966725178,36512276.30944805
E-05323,2022-11-05 12:27:52.179461909,E,745,2022-10-25,26236090.077281736,6095193.0995855285,33076283.176867265
E-05324,2019-08-08 22:18:13.999603647,C,750,2021-11-08,11392482.934945455,3280248.767870399,15422731.702815853
E-05325,2017-08-24 03:12:24.364689870,D,542,2019-12-28,20479226.75439399,3609292.9843556723,24630519.738749664
E-05326,2022-10-18 06:43:07.954729051,C,99,2020-12-31,15400529.90066012,3430172.8959536627,18929702.796613783
E-05327,2012-11-16 21:14:37.436723403,E,197,2019-04-22,30172372.154827826,7391452.662852094,37760824.81767992
E-05328,2015-10-08 18:53:06.557093660,A,337,2022-08-16,10247177.627442872,1122403.513309395,11706581.140752267
E-05329,2023-07-13 21:13:57.253383206,A,996,2019-04-28,14684919.77881342,1234199.2986408533,16915119.077454273
E-05330,2013-12-27 04:31:08.168078097,E,907,2022-01-06,15159324.637990898,3934831.934268305,20001156.572259203
E-05331,2019-03-06 06:00:01.272268476,A,728,2019-12-13,11578579.038847657,1163397.0286286569,13469976.067476314
E-05332,2019-09-10 23:23:26.476447038,B,287,2021-07-06,8123416.055367063,1650092.7141987265,10060508.769565789
E-05333,2016-05-09 13:34:20.055156432,E,506,2021-09-09,24853215.164165985,5960246.782465413,31319461.946631398
E-05334,2021-07-09 13:38:56.279609113,E,761,2023-05-16,34481976.23013208,4787688.552019584,40030664.78215166
E-05335,2015-04-16 08:12:57.809801504,D,614,2019-10-03,17719420.812952098,4339893.019555029,22673313.832507126
E-05336,2013-01-28 13:01:25.404115940,A,276,2022-08-01,13404223.198978271,852717.9979083807,14532941.196886651
E-05337,2022-06-28 13:26:25.334764197,A,954,2019-12-26,10936473.104682902,1326650.7642411208,13217123.868924022
E-05338,2018-08-28 10:32:53.119729091,B,168,2022-02-19,17620274.459841978,1452498.1857615882,19240772.645603567
E-05339,2013-07-06 06:21:22.926214586,D,168,2021-12-07,22705239.135296278,3441296.4419378573,26314535.577234134
E-05340,2019-02-11 14:07:49.019405588,E,372,2021-03-01,35052575.807390615,6854375.6268968135,42278951.43428743
E-05341,2019-07-16 11:17:42.376115840,A,576,2022-01-24,11466485.32322384,1080601.560476362,13123086.883700203
E-05342,2022-06-17 17:12:32.259945809,D,872,2019-12-16,21459488.17327807,3481707.0086379987,25813195.18191607
E-05343,2020-04-19 05:45:18.095851929,A,240,2020-08-13,13170337.488418376,972554.9646882928,14382892.45310667
E-05344,2022-08-22 00:48:05.436465902,E,370,2019-04-15,38427070.85054038,6664745.732722705,45461816.583263084
E-05345,2019-01-20 10:55:40.627583171,B,30,2020-02-12,20843672.939405285,2027943.9187927046,22901616.85819799
E-05346,2021-09-14 08:17:41.028601628,B,972,2020-12-01,13488909.591818858,1290866.4476116518,15751776.03943051
E-05347,2021-02-08 12:02:39.255110059,A,843,2019-05-15,13139977.810263757,933852.0827025804,14916829.892966338
E-05348,2012-07-07 09:54:44.674566067,C,582,2020-01-17,10182093.180525057,3265815.6438659956,14029908.824391052
E-05349,2017-09-25 07:06:01.998056294,C,145,2023-12-27,21454519.642315615,2205843.364791938,23805363.007107552
E-05350,2018-04-13 13:08:50.954186097,E,993,2021-02-02,32326091.887611922,5821021.124956609,39140113.01256853
E-05351,2014-08-04 19:08:10.876651027,B,759,2023-09-07,14473211.596011143,2725156.08797637,17957367.683987513
E-05352,2015-11-16 01:02:08.944338654,A,555,2023-05-26,10878311.265769573,990353.6402663314,12423664.906035904
E-05353,2022-08-16 15:28:40.264578649,D,214,2022-09-15,20938717.891631946,3912460.748962187,25065178.640594132
E-05354,2022-06-03 23:23:50.804888207,B,836,2023-02-11,19201940.060572214,2087901.1820510197,22125841.242623232
E-05355,2021-06-21 01:51:56.245085282,E,912,2019-06-17,39518662.0834278,4395595.321223632,44826257.40465143
E-05356,2018-05-10 04:02:47.513118104,C,62,2021-06-11,18303174.79299925,4227259.943011913,22592434.736011162
E-05357,2013-04-04 06:52:26.572323834,D,951,2022-04-20,15771169.179431885,4057422.2609901545,20779591.44042204
E-05358,2012-03-02 19:33:29.819261571,D,741,2021-03-25,19678298.138355017,3636674.5384025807,24055972.676757596
E-05359,2017-01-28 03:16:57.500623922,E,172,2023-03-15,39662908.41193922,5813689.967040729,45648598.37897995
E-05360,2021-02-06 08:24:33.227873835,D,193,2021-12-15,18100051.714939196,3664897.1421649368,21957948.857104134
E-05361,2018-10-31 08:22:41.427152212,D,722,2022-09-14,24899671.65826033,5033226.731038343,30654898.389298674
E-05362,2020-07-01 11:48:29.018146132,D,259,2021-04-10,28332520.071548108,5068584.007508036,33660104.079056144
E-05363,2024-03-24 08:49:10.059902411,E,7,2020-07-16,33912008.73511649,6295316.761604936,40214325.496721424
E-05364,2023-03-03 06:40:07.437255340,A,753,2019-08-02,8440649.117084898,1159127.5260891914,10352776.64317409
E-05365,2023-02-10 22:00:56.194076033,E,25,2020-06-17,33774495.71544744,5551573.538819825,39351069.25426727
E-05366,2024-01-22 18:50:09.543704495,A,886,2022-07-13,11531658.554440003,833909.6165423248,13251568.170982327
E-05367,2012-08-14 14:37:48.675372578,C,948,2020-11-10,19474572.561798986,2585135.174765127,23007707.736564115
E-05368,2022-09-04 02:44:22.840311883,E,241,2020-05-16,28581751.05674295,4383355.896213993,33206106.952956945
E-05369,2015-06-30 20:01:49.260871458,C,163,2020-10-18,26505767.31010554,2927880.9938475383,29596648.303953078
E-05370,2018-06-09 23:25:23.929844605,C,461,2021-12-08,21147663.06198382,3228293.536743489,24836956.59872731
E-05371,2024-02-15 07:48:41.141776927,C,292,2023-01-12,22219602.870389454,4466988.78039984,26978591.650789294
E-05372,2012-07-16 01:55:14.036029754,A,412,2020-08-11,7860303.55329578,988523.958116795,9260827.511412576
E-05373,2011-05-02 03:14:02.553647841,B,228,2022-07-31,19923503.728417315,1790036.9210374579,21941540.649454772
E-05374,2022-10-24 18:45:06.353364703,D,377,2022-01-31,33379279.40938433,4663855.813993351,38420135.22337768
E-05375,2014-10-26 20:50:40.400948442,D,951,2020-03-26,29521540.013511885,4137443.592572803,34609983.60608469
E-05376,2019-08-27 09:09:31.734665472,B,480,2022-02-09,13183646.14186712,2052816.1386739989,15716462.280541118
E-05377,2024-03-11 20:57:50.394814539,E,811,2021-08-09,36134104.1339786,3847687.6880781977,40792791.82205679
E-05378,2024-05-03 12:20:37.160756277,A,981,2021-03-24,10920133.298714923,826821.778541021,12727955.077255944
E-05379,2020-03-16 12:46:32.595830701,C,56,2021-04-19,13310353.568665028,2912919.250187195,16279272.818852223
E-05380,2022-09-10 22:31:49.746953887,E,633,2020-06-11,27682820.42472346,4053349.5188412257,32369169.943564687
E-05381,2016-06-21 16:33:08.562031245,E,86,2019-01-31,32804191.62891084,5614647.415709699,38504839.044620536
E-05382,2014-04-13 00:56:19.218268276,C,733,2023-07-15,26804921.87227565,3590794.885844133,31128716.758119784
E-05383,2016-07-18 02:41:34.407400064,D,737,2021-10-21,23189679.908610165,5634240.8147252025,29560920.723335367
E-05384,2012-09-19 20:02:22.582585673,E,115,2019-03-14,27373668.888204567,4282078.049051419,31770746.937255986
E-05385,2020-03-28 00:59:09.584034970,A,750,2020-02-11,11460642.9115629,708920.9590608242,12919563.870623723
E-05386,2012-07-15 16:01:05.795547700,A,136,2019-08-07,10357636.701462332,779752.7907953849,11273389.492257718
E-05387,2019-03-18 12:20:20.935389047,C,962,2022-09-29,20302064.486176267,3299141.8146025357,24563206.300778802
E-05388,2022-11-16 03:20:38.583089873,E,927,2022-03-22,35996252.848493814,4546527.683682035,41469780.53217585
E-05389,2020-06-20 00:34:42.360704316,D,979,2021-10-30,20946569.31148142,3520318.840890658,25445888.152372077
E-05390,2021-10-08 07:34:05.399944748,E,69,2022-09-13,36617134.087352164,4502337.607203322,41188471.694555484
E-05391,2014-08-06 05:25:01.142142098,B,35,2023-07-12,18238058.880212225,1741067.1562642525,20014126.036476478
E-05392,2014-02-27 14:48:13.943411852,E,477,2023-11-27,29132758.677309643,5560839.1980882,35170597.875397846
E-05393,2015-07-22 09:36:41.934069774,E,791,2023-12-23,22806569.771784656,5241074.569986855,28838644.34177151
E-05394,2012-06-07 03:04:48.746439983,A,98,2020-10-16,12302695.135026142,1030718.0512689512,13431413.186295094
E-05395,2022-05-13 00:27:18.133875068,C,210,2021-03-27,24327016.630309932,2244677.6661778484,26781694.29648778
E-05396,2023-09-16 01:22:41.337097135,D,206,2019-12-26,17933333.90082262,2634841.9548671106,20774175.85568973
E-05397,2017-11-02 21:21:12.680417554,A,967,2019-09-07,11532820.535444003,1195396.5615323912,13695217.096976394
E-05398,2015-05-06 20:18:53.662388411,B,974,2019-01-12,9396044.934838526,1988076.3150934288,12358121.249931954
E-05399,2019-03-14 00:56:02.290068219,B,942,2023-08-16,13868261.281571938,2158723.234923695,16968984.516495634
E-05400,2013-07-17 00:38:16.899836958,D,446,2023-10-10,17761640.253924824,2882355.981482421,21089996.235407244
E-05401,2017-06-20 18:17:58.833063974,B,797,2019-09-14,10064477.697377939,1739845.2680424706,12601322.96542041
E-05402,2014-03-27 09:02:55.459609045,B,64,2020-09-27,13241839.906512009,2244979.0900866403,15550818.99659865
E-05403,2017-12-28 20:03:23.708362662,E,775,2020-08-03,27080292.23052361,5709071.197850352,33564363.42837396
E-05404,2011-12-15 12:54:40.918287031,E,474,2022-10-10,23355449.72639574,5104005.42314857,28933455.14954431
E-05405,2020-10-21 11:20:34.467973145,B,733,2023-09-21,19333332.15056141,2034432.6676344015,22100764.818195812
E-05406,2012-07-02 05:17:31.730655424,A,231,2023-04-15,13214260.009754363,900078.6311137036,14345338.640868068
E-05407,2013-08-31 01:27:00.731859323,C,316,2020-02-01,15264126.730215784,2426440.427456934,18006567.15767272
E-05408,2021-06-12 17:47:57.275359370,A,2,2020-06-19,10984421.018386787,782657.620864598,11769078.639251385
E-05409,2018-02-22 03:20:27.412519176,D,138,2019-01-10,21352463.892801873,2827305.4843147686,24317769.377116643
E-05410,2015-10-24 17:55:44.828769860,E,399,2022-02-10,29447819.79846394,4784949.042587356,34631768.841051295
E-05411,2016-06-07 05:27:06.247951775,C,520,2020-06-01,21014686.53106068,3628829.03213426,25163515.56319494
E-05412,2012-04-23 12:18:48.255480656,C,99,2019-01-03,24551020.074152447,3148036.9267717637,27798057.00092421
E-05413,2014-03-06 22:49:15.041365878,A,938,2019-03-25,10728290.916460272,1445843.401923402,13112134.318383673
E-05414,2023-07-04 08:49:08.652981719,A,80,2023-09-21,10549170.390982298,893436.059391707,11522606.450374005
E-05415,2022-05-05 17:06:59.480251343,A,962,2020-01-23,13581302.298720542,889255.9586083516,15432558.257328894
E-05416,2014-03-02 12:02:25.830031230,B,516,2020-03-25,10375927.034965564,2390189.1822684538,13282116.217234017
E-05417,2013-05-01 02:01:36.458064775,A,883,2021-05-30,10131119.08595945,1144966.9397339094,12159086.025693359
E-05418,2023-09-23 01:05:00.198747043,A,920,2021-08-03,13664668.934816703,727979.3523756976,15312648.2871924
E-05419,2022-10-09 16:47:28.763214482,A,712,2023-04-14,11947801.927397348,1297150.187932608,13956952.115329957
E-05420,2022-09-19 23:21:53.901900482,D,92,2020-01-03,29076613.320100542,1999893.6351637603,31168506.955264304
E-05421,2016-03-07 18:12:42.252564769,B,984,2022-11-03,18710546.122062422,2620031.529584437,22314577.65164686
E-05422,2017-06-11 07:11:32.575235429,C,723,2022-04-01,22770710.110965975,3248667.2701993114,26742377.381165285
E-05423,2017-09-04 14:55:31.737716042,D,966,2022-11-24,18909676.72523281,4447638.043847779,24323314.769080587
E-05424,2022-04-18 22:42:58.497157347,C,837,2023-02-18,15287657.812083872,2480764.6429627477,18605422.45504662
E-05425,2018-10-31 18:50:39.027630225,B,588,2022-08-22,15275236.605081549,2460062.2091236203,18323298.81420517
