Employee_ID,Exit_Date,Primary_Reason_for_Leaving,Secondary_Reason,Like_Most_About_Company,Improvement_Areas
E-09506,2024-06-30 10:11:09.923308016,Job Role Mismatch,Company Culture,Flexible work arrangements.,Reduce micromanagement.
E-08787,2024-03-06 00:38:30.676236408,Career Growth,Lack of Training,Company values and mission.,Better leadership communication.
E-05853,2015-03-31 00:38:28.394724087,Management,Commute,Flexible work arrangements.,Offer more career development programs.
E-07390,2021-03-22 07:29:29.188576674,Work-Life Balance,Commute,The people and the challenging projects.,Better leadership communication.
E-08413,2024-04-23 10:10:11.831153880,Management,Company Culture,Company values and mission.,Better leadership communication.
E-09576,2022-12-15 16:43:49.851127133,Job Role Mismatch,Poor Leadership,Learning opportunities.,Improve compensation structure.
E-02947,2016-08-29 16:34:15.080095651,Compensation,Commute,Learning opportunities.,More transparency in promotion decisions.
E-02545,2023-03-16 23:51:07.496566182,Management,Commute,Learning opportunities.,Improve compensation structure.
E-04978,2024-02-11 21:08:14.821070440,Work-Life Balance,Company Culture,Learning opportunities.,More transparency in promotion decisions.
E-09598,2024-08-31 13:49:06.748398433,Career Growth,Burnout,Learning opportunities.,Reduce micromanagement.
E-03624,2022-06-22 02:11:39.425886041,Compensation,Lack of Training,Flexible work arrangements.,Improve compensation structure.
E-07955,2023-01-03 10:38:00.985329476,Career Growth,Commute,Company values and mission.,Offer more career development programs.
E-07178,2022-07-24 09:36:16.448212010,Management,Burnout,The people and the challenging projects.,More transparency in promotion decisions.
E-02280,2020-09-02 04:41:15.391338353,Job Role Mismatch,Poor Leadership,Learning opportunities.,Improve compensation structure.
E-02471,2023-10-15 22:07:08.154751136,Job Role Mismatch,Burnout,Learning opportunities.,Offer more career development programs.
E-07780,2024-01-21 20:22:04.413018436,Work-Life Balance,Company Culture,The people and the challenging projects.,Better leadership communication.
E-03734,2017-12-09 18:14:08.839718202,Job Role Mismatch,Poor Leadership,The people and the challenging projects.,Reduce micromanagement.
E-06764,2017-03-05 08:00:46.311441418,Compensation,Poor Leadership,Learning opportunities.,Reduce micromanagement.
E-00703,2024-09-26 04:31:55.972756749,Job Role Mismatch,Burnout,Flexible work arrangements.,Better leadership communication.
E-08378,2023-03-03 04:00:09.539265803,Work-Life Balance,Company Culture,The people and the challenging projects.,Improve compensation structure.
E-04170,2019-07-02 00:40:36.010442368,Management,Commute,Company values and mission.,Better leadership communication.
E-01439,2022-04-16 16:25:09.191283469,Management,Burnout,Company values and mission.,Offer more career development programs.
E-05987,2019-06-20 15:18:42.382342220,Job Role Mismatch,Commute,Flexible work arrangements.,More transparency in promotion decisions.
E-03581,2020-09-10 05:13:16.376019789,Career Growth,Burnout,Supportive team environment.,Improve compensation structure.
E-07671,2024-01-15 16:09:40.258807196,Management,Commute,Flexible work arrangements.,More transparency in promotion decisions.
E-03310,2024-10-23 22:15:30.221709090,Job Role Mismatch,Burnout,Learning opportunities.,Better leadership communication.
E-03647,2024-06-08 21:53:33.120211377,Work-Life Balance,Poor Leadership,Supportive team environment.,Reduce micromanagement.
E-02015,2018-03-13 14:21:53.965367123,Job Role Mismatch,Lack of Training,Learning opportunities.,More transparency in promotion decisions.
E-04441,2021-04-08 00:32:03.202825766,Management,Poor Leadership,Company values and mission.,More transparency in promotion decisions.
E-00036,2024-12-13 17:40:06.619188135,Work-Life Balance,Commute,The people and the challenging projects.,Reduce micromanagement.
E-03445,2013-11-24 19:26:22.177748702,Job Role Mismatch,Company Culture,Learning opportunities.,More transparency in promotion decisions.
E-01579,2023-07-23 05:57:19.381910647,Compensation,Poor Leadership,Company values and mission.,More transparency in promotion decisions.
E-06169,2023-06-06 21:58:11.911033809,Work-Life Balance,Lack of Training,Flexible work arrangements.,Reduce micromanagement.
E-02208,2024-02-12 12:23:38.591600262,Compensation,Commute,Learning opportunities.,Reduce micromanagement.
E-08567,2020-04-01 17:45:46.043487526,Career Growth,Poor Leadership,Company values and mission.,Better leadership communication.
E-08051,2016-11-06 19:09:15.989967805,Work-Life Balance,Burnout,The people and the challenging projects.,Better leadership communication.
E-04710,2021-01-30 17:57:49.544196258,Compensation,Company Culture,Learning opportunities.,More transparency in promotion decisions.
E-00620,2022-06-20 06:02:07.171806295,Management,Commute,Company values and mission.,Improve compensation structure.
E-05767,2020-01-29 08:28:57.365802660,Management,Poor Leadership,Learning opportunities.,Better leadership communication.
E-03805,2020-05-19 20:52:03.039008289,Career Growth,Commute,The people and the challenging projects.,Better leadership communication.
E-09010,2024-08-15 20:43:53.284046870,Work-Life Balance,Burnout,Learning opportunities.,Improve compensation structure.
E-08905,2022-03-31 03:44:38.891712793,Work-Life Balance,Lack of Training,Learning opportunities.,Improve compensation structure.
E-05834,2021-04-29 22:58:27.403034965,Work-Life Balance,Poor Leadership,Company values and mission.,Reduce micromanagement.
E-01597,2024-09-20 21:43:55.338764620,Career Growth,Commute,Supportive team environment.,Better leadership communication.
E-06102,2022-04-06 23:49:26.093712296,Work-Life Balance,Commute,Learning opportunities.,Offer more career development programs.
E-08585,2023-02-20 21:30:14.242120657,Management,Commute,Supportive team environment.,Offer more career development programs.
E-05879,2021-09-28 08:38:14.455699506,Compensation,Lack of Training,Flexible work arrangements.,More transparency in promotion decisions.
E-03602,2024-04-21 13:26:44.028870776,Management,Commute,Learning opportunities.,Better leadership communication.
E-09599,2021-07-11 06:04:11.678135559,Management,Company Culture,Supportive team environment.,Offer more career development programs.
E-01564,2015-11-05 18:34:46.702053747,Compensation,Company Culture,Flexible work arrangements.,Better leadership communication.
E-04839,2017-03-14 17:20:34.067468554,Management,Commute,Company values and mission.,Better leadership communication.
E-08411,2015-05-29 22:28:23.527582314,Career Growth,Company Culture,Learning opportunities.,Offer more career development programs.
E-08331,2020-02-18 14:41:22.308148157,Compensation,Poor Leadership,Company values and mission.,Better leadership communication.
E-07373,2024-11-02 13:05:30.267421614,Management,Company Culture,Flexible work arrangements.,Improve compensation structure.
E-06904,2022-12-14 03:41:16.726151857,Job Role Mismatch,Commute,Company values and mission.,More transparency in promotion decisions.
E-00279,2019-07-04 18:19:54.441272106,Management,Burnout,Company values and mission.,Reduce micromanagement.
E-00877,2017-01-09 11:00:42.782283679,Career Growth,Poor Leadership,The people and the challenging projects.,Offer more career development programs.
E-00915,2021-05-11 19:44:46.310888831,Work-Life Balance,Lack of Training,Flexible work arrangements.,Reduce micromanagement.
E-07164,2017-12-08 07:58:40.910948843,Management,Commute,Company values and mission.,More transparency in promotion decisions.
E-04467,2020-08-25 11:13:35.873325782,Work-Life Balance,Lack of Training,Supportive team environment.,Improve compensation structure.
E-04847,2016-07-08 09:02:51.395930862,Job Role Mismatch,Burnout,Flexible work arrangements.,Improve compensation structure.
E-03978,2023-01-09 04:37:09.931826602,Management,Lack of Training,The people and the challenging projects.,Improve compensation structure.
E-09082,2019-02-02 02:14:29.506015949,Compensation,Commute,Learning opportunities.,Improve compensation structure.
E-08418,2022-07-21 02:34:21.721573185,Work-Life Balance,Commute,Company values and mission.,Offer more career development programs.
E-08176,2022-06-11 16:32:46.014491465,Job Role Mismatch,Burnout,Supportive team environment.,Offer more career development programs.
E-00476,2024-07-18 03:07:08.873091179,Compensation,Commute,The people and the challenging projects.,Better leadership communication.
E-03166,2020-03-30 02:43:35.483814456,Compensation,Burnout,Flexible work arrangements.,Better leadership communication.
E-06522,2023-12-04 09:00:58.805139481,Compensation,Burnout,Company values and mission.,More transparency in promotion decisions.
E-07173,2023-08-05 03:54:52.644008756,Compensation,Commute,The people and the challenging projects.,Better leadership communication.
E-03827,2021-09-09 18:52:48.138492618,Management,Company Culture,The people and the challenging projects.,More transparency in promotion decisions.
E-01389,2013-08-05 02:16:31.489450734,Management,Burnout,Supportive team environment.,More transparency in promotion decisions.
E-00694,2024-05-18 19:25:17.521632349,Management,Commute,Learning opportunities.,More transparency in promotion decisions.
E-03460,2013-09-14 18:01:21.167182858,Job Role Mismatch,Company Culture,Learning opportunities.,Improve compensation structure.
E-03723,2020-02-20 03:46:47.035026851,Job Role Mismatch,Burnout,Learning opportunities.,Reduce micromanagement.
E-01026,2021-03-28 21:53:28.598490810,Job Role Mismatch,Company Culture,Flexible work arrangements.,Reduce micromanagement.
E-04907,2024-06-22 06:19:48.035585429,Career Growth,Poor Leadership,The people and the challenging projects.,Offer more career development programs.
E-02956,2017-10-01 02:27:54.254936044,Job Role Mismatch,Poor Leadership,Flexible work arrangements.,More transparency in promotion decisions.
E-04016,2024-08-25 15:03:31.042667288,Management,Company Culture,The people and the challenging projects.,Improve compensation structure.
E-03670,2023-02-13 02:31:12.284917875,Management,Burnout,Supportive team environment.,Better leadership communication.
E-07444,2024-06-23 03:25:12.612599569,Career Growth,Commute,Supportive team environment.,Better leadership communication.
E-00050,2024-07-11 16:42:41.542695077,Career Growth,Lack of Training,Flexible work arrangements.,Offer more career development programs.
E-00941,2022-08-09 06:24:45.927246147,Job Role Mismatch,Commute,Flexible work arrangements.,Offer more career development programs.
E-09141,2013-09-04 05:58:41.465808177,Work-Life Balance,Lack of Training,Supportive team environment.,More transparency in promotion decisions.
E-06291,2021-05-23 06:11:19.951898918,Career Growth,Lack of Training,Company values and mission.,More transparency in promotion decisions.
E-02057,2020-09-03 04:29:24.755226777,Compensation,Burnout,Learning opportunities.,Better leadership communication.
E-08630,2023-02-25 03:48:44.692502860,Management,Company Culture,Learning opportunities.,Better leadership communication.
E-04000,2022-12-05 05:06:13.368942967,Compensation,Commute,Supportive team environment.,Better leadership communication.
E-04744,2024-10-26 17:54:35.822212534,Management,Company Culture,Learning opportunities.,Better leadership communication.
E-09742,2021-01-03 06:49:04.012345144,Management,Poor Leadership,Company values and mission.,Reduce micromanagement.
E-02440,2019-06-01 01:32:24.199658591,Career Growth,Burnout,Company values and mission.,More transparency in promotion decisions.
E-04761,2022-06-11 07:14:36.746215825,Career Growth,Burnout,The people and the challenging projects.,More transparency in promotion decisions.
E-07513,2021-01-04 16:59:20.654334617,Compensation,Poor Leadership,Flexible work arrangements.,Better leadership communication.
E-05129,2021-12-11 09:37:22.479774743,Management,Commute,Learning opportunities.,Improve compensation structure.
E-08370,2024-07-09 01:14:20.145108560,Compensation,Poor Leadership,Company values and mission.,Better leadership communication.
E-08155,2020-01-30 11:28:20.096521547,Work-Life Balance,Commute,Flexible work arrangements.,Offer more career development programs.
E-00169,2020-04-28 00:43:16.179108806,Compensation,Lack of Training,Flexible work arrangements.,Improve compensation structure.
E-03257,2022-10-01 16:30:03.268962903,Job Role Mismatch,Burnout,The people and the challenging projects.,Offer more career development programs.
E-04165,2011-05-16 01:40:47.990767382,Compensation,Commute,Flexible work arrangements.,Improve compensation structure.
E-01996,2021-06-03 05:32:23.091538202,Job Role Mismatch,Company Culture,Flexible work arrangements.,Offer more career development programs.
E-01056,2023-09-24 00:02:14.124396229,Job Role Mismatch,Company Culture,Supportive team environment.,Better leadership communication.
E-03519,2022-11-09 23:50:18.080623875,Job Role Mismatch,Burnout,The people and the challenging projects.,Better leadership communication.
E-00241,2021-11-15 19:30:08.216099939,Work-Life Balance,Poor Leadership,The people and the challenging projects.,Improve compensation structure.
E-00778,2012-01-07 07:47:39.018307515,Compensation,Poor Leadership,Learning opportunities.,Offer more career development programs.
E-01263,2018-03-07 01:58:35.808129479,Compensation,Commute,Flexible work arrangements.,Reduce micromanagement.
E-07456,2013-06-28 17:02:23.440788847,Work-Life Balance,Poor Leadership,Learning opportunities.,Improve compensation structure.
E-05786,2016-02-19 01:04:16.654092950,Management,Burnout,Company values and mission.,Improve compensation structure.
E-08797,2024-01-17 00:45:40.009002753,Career Growth,Commute,Flexible work arrangements.,More transparency in promotion decisions.
E-05375,2018-07-01 07:37:39.605319963,Compensation,Lack of Training,Company values and mission.,Improve compensation structure.
E-00956,2024-05-11 05:14:38.870507468,Career Growth,Poor Leadership,Supportive team environment.,Reduce micromanagement.
E-04597,2018-08-18 04:18:42.623334581,Work-Life Balance,Poor Leadership,Flexible work arrangements.,Better leadership communication.
E-05749,2024-02-20 04:59:09.670881557,Management,Commute,Learning opportunities.,Offer more career development programs.
E-04178,2022-11-19 14:32:48.455363050,Management,Company Culture,Learning opportunities.,More transparency in promotion decisions.
E-04678,2021-03-15 02:55:10.066036606,Management,Poor Leadership,Flexible work arrangements.,Offer more career development programs.
E-02604,2021-06-01 02:03:33.513197975,Work-Life Balance,Burnout,Learning opportunities.,Better leadership communication.
E-06276,2021-07-16 02:53:38.547109630,Job Role Mismatch,Poor Leadership,Flexible work arrangements.,Improve compensation structure.
E-05081,2021-01-02 17:29:45.319712334,Job Role Mismatch,Lack of Training,The people and the challenging projects.,Reduce micromanagement.
E-03015,2023-08-17 20:57:14.728766901,Career Growth,Poor Leadership,Learning opportunities.,More transparency in promotion decisions.
E-05971,2024-12-28 17:12:36.783919785,Job Role Mismatch,Company Culture,Flexible work arrangements.,Reduce micromanagement.
E-09912,2024-03-12 22:22:21.419456516,Job Role Mismatch,Poor Leadership,Flexible work arrangements.,Reduce micromanagement.
E-08392,2011-09-24 07:27:37.385650304,Management,Commute,Learning opportunities.,Reduce micromanagement.
E-03016,2022-04-13 01:20:55.572574205,Management,Poor Leadership,The people and the challenging projects.,Reduce micromanagement.
E-08437,2023-07-01 23:41:25.527247946,Career Growth,Company Culture,Learning opportunities.,Better leadership communication.
E-05539,2022-08-15 01:38:37.086665213,Compensation,Commute,Flexible work arrangements.,Reduce micromanagement.
E-02203,2022-08-11 17:24:42.060896351,Career Growth,Burnout,The people and the challenging projects.,Reduce micromanagement.
E-05968,2018-05-15 13:56:27.357549287,Career Growth,Commute,Company values and mission.,Better leadership communication.
E-04742,2024-01-29 15:55:20.502713403,Work-Life Balance,Lack of Training,Supportive team environment.,Offer more career development programs.
E-00507,2021-04-27 18:50:47.677058211,Work-Life Balance,Commute,Learning opportunities.,Better leadership communication.
E-04971,2022-03-17 16:05:57.077436447,Career Growth,Burnout,Flexible work arrangements.,Improve compensation structure.
E-07680,2024-08-08 01:58:52.800889085,Career Growth,Poor Leadership,The people and the challenging projects.,Better leadership communication.
E-06885,2024-09-19 06:17:23.777559031,Career Growth,Commute,The people and the challenging projects.,Offer more career development programs.
E-03622,2015-02-01 17:48:14.906222055,Job Role Mismatch,Commute,Company values and mission.,Improve compensation structure.
E-08814,2021-10-11 16:04:34.737399672,Work-Life Balance,Commute,Learning opportunities.,Improve compensation structure.
E-04613,2011-10-25 18:09:00.084377842,Career Growth,Commute,The people and the challenging projects.,More transparency in promotion decisions.
E-07095,2013-12-29 22:39:43.954805225,Management,Burnout,Company values and mission.,Reduce micromanagement.
E-03393,2021-03-23 20:58:34.934894609,Management,Company Culture,Flexible work arrangements.,Improve compensation structure.
E-01499,2022-02-10 00:53:45.523487094,Job Role Mismatch,Company Culture,Company values and mission.,Improve compensation structure.
E-04410,2021-01-26 11:11:03.965744912,Job Role Mismatch,Commute,Learning opportunities.,Offer more career development programs.
E-03318,2023-02-11 14:31:00.362869043,Compensation,Burnout,Company values and mission.,Improve compensation structure.
E-07313,2023-08-10 11:57:53.002059136,Compensation,Burnout,The people and the challenging projects.,Offer more career development programs.
E-09275,2024-03-23 11:58:43.322433092,Compensation,Commute,The people and the challenging projects.,Reduce micromanagement.
E-02510,2020-11-14 18:33:58.629310620,Job Role Mismatch,Lack of Training,Supportive team environment.,More transparency in promotion decisions.
E-08884,2024-10-12 20:02:51.841646082,Job Role Mismatch,Commute,Company values and mission.,More transparency in promotion decisions.
E-02538,2013-12-13 07:01:21.313416823,Job Role Mismatch,Lack of Training,Flexible work arrangements.,Reduce micromanagement.
E-01694,2018-05-12 10:43:17.513520176,Management,Commute,Learning opportunities.,Reduce micromanagement.
E-02699,2023-08-20 04:26:17.760863889,Job Role Mismatch,Lack of Training,Supportive team environment.,Better leadership communication.
E-03825,2023-03-23 18:22:22.088662417,Management,Lack of Training,Company values and mission.,Improve compensation structure.
E-09980,2024-01-13 06:25:54.277090284,Compensation,Commute,Flexible work arrangements.,Improve compensation structure.
E-02898,2021-01-01 10:11:04.934943700,Compensation,Lack of Training,Supportive team environment.,Improve compensation structure.
E-02882,2021-10-05 18:42:28.194367570,Compensation,Poor Leadership,The people and the challenging projects.,Offer more career development programs.
E-08077,2013-02-13 22:19:00.294083229,Career Growth,Company Culture,Learning opportunities.,Better leadership communication.
E-02109,2019-05-17 09:50:00.871764523,Career Growth,Burnout,Company values and mission.,Improve compensation structure.
E-04642,2018-07-20 09:00:36.599056691,Work-Life Balance,Lack of Training,Flexible work arrangements.,Offer more career development programs.
E-00472,2023-07-03 03:05:44.810018982,Work-Life Balance,Lack of Training,The people and the challenging projects.,Offer more career development programs.
E-00920,2018-11-27 14:40:32.060338443,Work-Life Balance,Burnout,Supportive team environment.,More transparency in promotion decisions.
E-04216,2014-12-12 16:21:43.156397038,Career Growth,Lack of Training,Learning opportunities.,Offer more career development programs.
E-09367,2022-01-19 06:58:47.537020620,Career Growth,Burnout,Supportive team environment.,Reduce micromanagement.
E-01593,2019-11-24 17:25:59.968061790,Work-Life Balance,Commute,Supportive team environment.,Offer more career development programs.
E-05494,2023-01-15 07:23:56.502509490,Work-Life Balance,Poor Leadership,Flexible work arrangements.,Reduce micromanagement.
E-03995,2024-07-01 04:22:24.881845839,Job Role Mismatch,Poor Leadership,The people and the challenging projects.,Reduce micromanagement.
E-05827,2017-03-05 09:22:16.396079919,Work-Life Balance,Company Culture,Company values and mission.,More transparency in promotion decisions.
E-05373,2011-06-05 11:02:52.998108829,Job Role Mismatch,Lack of Training,Flexible work arrangements.,More transparency in promotion decisions.
E-06423,2023-08-22 19:45:09.203231476,Management,Company Culture,Learning opportunities.,Offer more career development programs.
E-05531,2023-07-01 09:35:01.393839000,Career Growth,Commute,Supportive team environment.,More transparency in promotion decisions.
E-08343,2015-07-16 23:30:40.376206281,Work-Life Balance,Poor Leadership,Learning opportunities.,More transparency in promotion decisions.
E-01802,2020-07-16 09:55:39.038631441,Career Growth,Commute,Flexible work arrangements.,Improve compensation structure.
E-08785,2024-09-18 13:37:06.254352427,Career Growth,Commute,Flexible work arrangements.,Offer more career development programs.
E-08303,2018-10-14 00:22:48.065252550,Career Growth,Lack of Training,Company values and mission.,Offer more career development programs.
E-05332,2020-05-26 02:17:20.171767608,Management,Commute,Supportive team environment.,Offer more career development programs.
E-02156,2019-06-18 00:32:19.556376374,Compensation,Poor Leadership,Flexible work arrangements.,More transparency in promotion decisions.
E-01966,2013-09-27 13:48:48.913057880,Work-Life Balance,Company Culture,Learning opportunities.,More transparency in promotion decisions.
E-07271,2017-03-21 19:33:51.895374863,Compensation,Poor Leadership,Company values and mission.,Reduce micromanagement.
E-01461,2023-09-08 13:22:38.305384276,Compensation,Lack of Training,Learning opportunities.,Better leadership communication.
E-05609,2022-03-11 00:05:45.998728750,Compensation,Poor Leadership,Supportive team environment.,Better leadership communication.
E-04183,2019-09-09 23:16:28.986129448,Career Growth,Burnout,Company values and mission.,Better leadership communication.
E-05671,2024-06-01 18:55:21.065290155,Job Role Mismatch,Company Culture,Company values and mission.,Improve compensation structure.
E-07083,2015-12-09 23:08:01.446054777,Career Growth,Burnout,Company values and mission.,More transparency in promotion decisions.
E-04740,2024-12-18 12:18:50.515356792,Career Growth,Burnout,The people and the challenging projects.,Reduce micromanagement.
E-01308,2021-07-06 11:47:20.247251008,Compensation,Lack of Training,Company values and mission.,Reduce micromanagement.
E-04096,2014-03-27 10:37:05.476259377,Career Growth,Commute,Learning opportunities.,Better leadership communication.
E-06842,2018-02-09 05:58:57.461579408,Compensation,Burnout,Learning opportunities.,Improve compensation structure.
E-02394,2016-12-11 06:04:34.983431376,Job Role Mismatch,Poor Leadership,Supportive team environment.,Improve compensation structure.
E-02502,2015-07-16 07:54:09.043913021,Work-Life Balance,Commute,Flexible work arrangements.,Better leadership communication.
E-04338,2021-08-08 16:15:59.468756675,Compensation,Poor Leadership,Flexible work arrangements.,Better leadership communication.
E-00764,2019-12-15 12:18:07.554024385,Job Role Mismatch,Poor Leadership,The people and the challenging projects.,More transparency in promotion decisions.
E-02489,2024-02-25 20:19:26.181707571,Work-Life Balance,Commute,Company values and mission.,Improve compensation structure.
E-02331,2020-11-02 15:40:52.797390193,Management,Commute,The people and the challenging projects.,Reduce micromanagement.
E-08549,2019-06-28 10:34:15.381355136,Compensation,Poor Leadership,Supportive team environment.,Better leadership communication.
E-00615,2017-01-27 17:57:12.623053653,Compensation,Lack of Training,Supportive team environment.,More transparency in promotion decisions.
E-02594,2023-06-02 22:57:43.772329203,Management,Company Culture,Flexible work arrangements.,Reduce micromanagement.
E-06326,2020-03-20 18:02:36.861578220,Management,Company Culture,Supportive team environment.,Improve compensation structure.
E-09740,2016-06-06 19:03:44.911965879,Compensation,Lack of Training,Company values and mission.,Better leadership communication.
E-06206,2024-11-29 03:27:33.115608405,Management,Commute,Learning opportunities.,Better leadership communication.
E-06469,2019-05-11 00:33:53.265217380,Career Growth,Poor Leadership,Supportive team environment.,More transparency in promotion decisions.
E-00335,2021-11-21 13:24:49.102962847,Work-Life Balance,Company Culture,The people and the challenging projects.,More transparency in promotion decisions.
E-06249,2020-06-13 08:13:38.016220482,Work-Life Balance,Poor Leadership,Company values and mission.,Improve compensation structure.
E-03185,2021-06-05 22:28:36.545437481,Work-Life Balance,Lack of Training,Supportive team environment.,Better leadership communication.
E-06072,2019-01-14 01:13:03.820422174,Career Growth,Poor Leadership,Supportive team environment.,More transparency in promotion decisions.
E-09926,2021-04-15 15:48:29.626818479,Management,Lack of Training,Company values and mission.,Better leadership communication.
E-07940,2012-04-11 03:21:36.542862258,Job Role Mismatch,Commute,Supportive team environment.,Improve compensation structure.
E-06135,2012-08-06 04:10:05.342656120,Management,Lack of Training,Learning opportunities.,Better leadership communication.
E-08882,2019-07-01 08:09:00.777422236,Compensation,Lack of Training,Flexible work arrangements.,Reduce micromanagement.
E-02801,2022-02-18 21:44:13.164338854,Work-Life Balance,Company Culture,Company values and mission.,Better leadership communication.
E-07600,2015-08-25 22:27:08.132350357,Management,Poor Leadership,The people and the challenging projects.,Offer more career development programs.
E-08835,2020-07-27 04:18:37.838411368,Job Role Mismatch,Company Culture,Supportive team environment.,Offer more career development programs.
E-06139,2022-08-30 07:41:10.199642939,Compensation,Burnout,Flexible work arrangements.,Improve compensation structure.
E-09864,2023-11-07 11:28:57.746375393,Career Growth,Lack of Training,The people and the challenging projects.,Improve compensation structure.
E-02871,2022-03-01 18:36:01.577311781,Career Growth,Burnout,The people and the challenging projects.,Improve compensation structure.
E-03828,2024-10-27 07:29:15.832031397,Job Role Mismatch,Company Culture,Learning opportunities.,Reduce micromanagement.
E-08295,2019-11-18 13:32:35.763582802,Compensation,Poor Leadership,Flexible work arrangements.,Reduce micromanagement.
E-03187,2023-06-20 12:16:17.155028610,Work-Life Balance,Company Culture,Company values and mission.,Better leadership communication.
E-01568,2020-09-12 11:05:47.545935390,Management,Poor Leadership,Flexible work arrangements.,More transparency in promotion decisions.
E-08204,2017-01-07 05:34:32.343832055,Compensation,Poor Leadership,Flexible work arrangements.,Offer more career development programs.
E-01179,2024-01-21 14:28:24.809186832,Career Growth,Commute,The people and the challenging projects.,Offer more career development programs.
E-08027,2014-11-24 20:56:11.936950358,Job Role Mismatch,Lack of Training,Learning opportunities.,Offer more career development programs.
E-05808,2022-08-31 18:55:21.231646840,Job Role Mismatch,Company Culture,Learning opportunities.,Better leadership communication.
E-06784,2015-02-01 07:30:10.565460149,Management,Poor Leadership,Flexible work arrangements.,Better leadership communication.
E-07231,2018-12-04 21:22:26.852262714,Job Role Mismatch,Company Culture,Flexible work arrangements.,Improve compensation structure.
E-02428,2020-08-01 04:56:31.088196630,Job Role Mismatch,Company Culture,Supportive team environment.,More transparency in promotion decisions.
E-08194,2010-10-17 12:02:02.913578865,Compensation,Poor Leadership,The people and the challenging projects.,Improve compensation structure.
E-00198,2024-10-12 21:34:30.677419075,Work-Life Balance,Burnout,Company values and mission.,Better leadership communication.
E-02349,2020-07-14 14:38:36.194879986,Management,Lack of Training,Company values and mission.,Reduce micromanagement.
E-09999,2022-02-03 09:41:13.211320697,Compensation,Lack of Training,Learning opportunities.,Improve compensation structure.
E-05757,2016-12-04 12:26:26.384107089,Work-Life Balance,Commute,The people and the challenging projects.,Better leadership communication.
E-08822,2024-12-19 15:16:44.738447228,Compensation,Commute,Learning opportunities.,Better leadership communication.
E-01677,2019-08-06 12:42:19.089061191,Compensation,Commute,Company values and mission.,Reduce micromanagement.
E-06235,2024-12-17 06:27:26.076857938,Job Role Mismatch,Lack of Training,Flexible work arrangements.,Reduce micromanagement.
E-01271,2023-08-31 11:42:07.206599945,Work-Life Balance,Burnout,The people and the challenging projects.,Reduce micromanagement.
E-04281,2024-05-20 03:33:13.750909360,Management,Lack of Training,The people and the challenging projects.,More transparency in promotion decisions.
E-05260,2024-01-13 05:54:38.511293931,Management,Lack of Training,Supportive team environment.,Better leadership communication.
E-03488,2018-08-13 17:24:37.881414425,Work-Life Balance,Lack of Training,Flexible work arrangements.,Reduce micromanagement.
E-08127,2021-08-15 08:36:49.602024799,Job Role Mismatch,Lack of Training,Flexible work arrangements.,More transparency in promotion decisions.
E-06719,2022-01-17 23:17:35.436039520,Career Growth,Burnout,Learning opportunities.,Offer more career development programs.
E-01178,2018-07-20 21:34:25.438575802,Compensation,Commute,The people and the challenging projects.,Offer more career development programs.
E-01576,2022-01-29 13:28:00.593058929,Job Role Mismatch,Company Culture,Learning opportunities.,Offer more career development programs.
E-06214,2019-04-18 03:29:29.188557006,Work-Life Balance,Commute,Flexible work arrangements.,Better leadership communication.
E-03349,2023-04-24 08:57:41.990085895,Compensation,Commute,Supportive team environment.,More transparency in promotion decisions.
E-04538,2023-06-26 22:13:10.555405837,Management,Company Culture,The people and the challenging projects.,More transparency in promotion decisions.
E-07335,2020-01-05 16:20:07.126693099,Career Growth,Lack of Training,Flexible work arrangements.,Offer more career development programs.
E-06763,2024-10-05 17:45:52.287497383,Management,Burnout,Supportive team environment.,Improve compensation structure.
E-06536,2018-07-13 11:21:13.653195652,Work-Life Balance,Burnout,Company values and mission.,Offer more career development programs.
E-04394,2020-07-27 23:22:39.667787094,Compensation,Commute,Flexible work arrangements.,Better leadership communication.
E-01809,2024-06-22 19:23:15.348508940,Work-Life Balance,Company Culture,Company values and mission.,Offer more career development programs.
E-01416,2024-02-20 08:06:37.368751705,Compensation,Poor Leadership,Learning opportunities.,Offer more career development programs.
E-02084,2021-03-25 12:10:20.298245004,Job Role Mismatch,Lack of Training,Company values and mission.,More transparency in promotion decisions.
E-02493,2023-02-21 00:14:08.364912428,Career Growth,Commute,Flexible work arrangements.,Offer more career development programs.
E-07165,2020-02-16 16:48:49.633156174,Job Role Mismatch,Burnout,Company values and mission.,Reduce micromanagement.
E-04981,2017-09-06 17:59:35.623613932,Job Role Mismatch,Company Culture,The people and the challenging projects.,Reduce micromanagement.
E-00505,2024-12-27 17:55:05.805279142,Work-Life Balance,Company Culture,Flexible work arrangements.,Improve compensation structure.
E-07575,2024-07-25 13:12:57.966871249,Career Growth,Commute,Supportive team environment.,Better leadership communication.
E-07132,2024-06-20 00:23:53.128861266,Compensation,Poor Leadership,Company values and mission.,Better leadership communication.
E-04892,2021-07-03 00:18:11.576887683,Compensation,Burnout,The people and the challenging projects.,More transparency in promotion decisions.
E-06984,2024-02-04 02:53:37.108668845,Management,Commute,Learning opportunities.,Better leadership communication.
E-02122,2021-03-06 12:38:04.544216407,Compensation,Poor Leadership,Learning opportunities.,Improve compensation structure.
E-06694,2022-10-19 07:10:48.133268434,Work-Life Balance,Company Culture,Company values and mission.,Reduce micromanagement.
E-06674,2017-12-28 08:19:17.106715046,Job Role Mismatch,Lack of Training,Learning opportunities.,More transparency in promotion decisions.
