Employee_ID,Date_of_Birth,Gender,Ethnicity,Hire_Date,Termination_Date,Termination_Reason,Department,Job_Title,Job_Level,Manager_ID,Location,Employment_Type,Tenure_in_Months,Time_in_Current_Role
E-05202,1978-09-05 17:52:19.664147818,Female,Asian,2013-08-18 09:46:48.837963092,2016-09-19 00:49:45.092021476,Involuntary,Marketing,Manager,L3,E-00821,"Ikorodu, Lagos",Contract,37,21
E-05203,1997-03-09 08:14:14.979114772,Male,Asian,2011-08-30 13:22:46.774317918,2018-08-29 04:50:33.269257146,Voluntary,HR,Manager,L2,E-04652,Port Harcourt,Part-Time,85,25
E-05204,1995-02-02 14:44:41.659637982,Female,White,2015-06-25 11:26:36.204999668,,,Sales,Manager,L3,E-00777,"Ikorodu, Lagos",Contract,115,24
E-05205,1999-08-22 06:56:18.711082072,Female,Hispanic,2010-12-16 18:20:11.773999504,2014-10-30 21:34:18.365948206,Involuntary,HR,Manager,L3,E-01125,"Ikorodu, Lagos",Part-Time,47,43
E-05206,1997-01-19 10:02:13.386617793,Female,Other,2016-11-25 16:35:46.894265615,,,Engineering,Executive,L3,E-00551,Port Harcourt,Full-Time,98,13
E-05207,1984-06-06 13:36:43.277872141,Female,Other,2013-05-20 09:53:41.134502267,2018-06-22 07:35:44.922565221,Voluntary,Finance,Engineer,L2,E-04025,Abuja,Full-Time,61,36
E-05208,1975-07-25 11:35:02.107477924,Non-Binary,White,2019-05-11 09:29:23.185387694,2019-10-01 17:26:52.564505731,Voluntary,Engineering,Engineer,L1,E-01792,Port Harcourt,Part-Time,4,3
E-05209,1993-03-17 12:01:55.095123789,Male,Asian,2017-10-21 13:57:52.533893537,2022-10-31 13:40:03.175506387,Involuntary,Marketing,Analyst,L2,E-08952,"VI, Lagos",Contract,61,40
E-05210,1979-08-15 09:15:07.670591035,Female,White,2020-10-20 18:20:14.379223421,2021-09-02 15:58:37.196112056,Retirement,Sales,Engineer,L1,E-07034,"VI, Lagos",Full-Time,10,9
E-05211,1994-08-01 15:42:31.474860442,Female,Black,2022-12-18 15:12:09.589335410,2024-05-20 20:28:21.517583058,Retirement,HR,Engineer,L3,E-08228,"Ikorodu, Lagos",Contract,17,4
E-05212,1976-12-19 17:12:57.566306917,Female,Other,2013-01-28 23:27:05.836338106,,,Finance,Engineer,L2,E-03939,"Ikorodu, Lagos",Full-Time,145,67
E-05213,1978-06-28 09:47:08.420707253,Female,White,2019-01-30 14:59:29.647830310,2022-07-07 23:57:38.510262875,Involuntary,HR,Manager,L4,E-00683,Abuja,Part-Time,41,12
E-05214,1978-07-02 08:12:11.625823195,Female,Black,2018-11-21 11:56:17.140649196,2022-12-08 12:25:08.358482481,Retirement,Engineering,Engineer,L5,E-00317,Port Harcourt,Full-Time,49,27
E-05215,1988-03-30 03:24:19.707551012,Non-Binary,Black,2022-05-30 03:29:36.435145663,2022-12-04 12:33:45.928375671,Voluntary,Marketing,Manager,L1,E-01656,Port Harcourt,Part-Time,6,6
E-05216,1982-10-24 20:46:22.968913782,Female,Asian,2015-08-02 09:03:48.508661494,2017-10-08 18:18:31.506682337,Retirement,Marketing,Manager,L1,E-05658,"VI, Lagos",Part-Time,26,2
E-05217,1987-06-22 18:13:30.304121761,Male,Black,2019-03-01 10:29:13.755658407,2022-08-16 21:44:21.302104735,Voluntary,Marketing,Analyst,L4,E-03510,Port Harcourt,Full-Time,42,18
E-05218,1986-03-09 15:12:02.532192932,Female,White,2021-08-05 13:41:21.847302116,2024-06-30 03:29:56.142578512,Involuntary,Sales,Analyst,L4,E-09082,Abuja,Contract,35,29
E-05219,1976-09-20 02:08:07.932010562,Male,Hispanic,2022-05-12 09:19:57.603821946,2023-08-04 04:14:22.597506585,Voluntary,Marketing,Engineer,L2,E-02059,Port Harcourt,Part-Time,14,4
E-05220,1983-03-29 23:16:17.722744432,Female,Other,2021-06-23 09:19:40.457326768,2022-11-05 14:48:12.175922214,Voluntary,Finance,Analyst,L4,E-06485,"VI, Lagos",Full-Time,16,15
E-05221,1992-11-09 14:03:21.746052342,Female,White,2019-07-10 07:37:15.920909362,2024-10-27 03:47:55.739732506,Voluntary,Finance,Analyst,L4,E-05506,Port Harcourt,Contract,64,63
E-05222,1993-11-10 01:36:37.081873563,Female,Hispanic,2019-11-16 00:35:16.195826434,,,Marketing,Manager,L4,E-01148,"Ikorodu, Lagos",Contract,62,29
E-05223,1990-01-02 14:17:54.865237352,Male,Black,2022-10-10 10:13:10.497896400,2022-10-31 03:54:43.990280565,Involuntary,Engineering,Analyst,L2,E-08459,Port Harcourt,Contract,0,0
E-05224,1983-04-29 03:39:03.495176858,Male,Other,2016-08-07 10:15:42.627987311,,,Marketing,Manager,L5,E-08665,"VI, Lagos",Part-Time,102,37
E-05225,2000-11-24 01:40:42.433493160,Non-Binary,White,2020-09-24 05:24:47.438824590,,,HR,Manager,L3,E-07469,"Ikorodu, Lagos",Contract,51,7
E-05226,1994-11-04 01:47:33.833150162,Male,Other,2019-02-02 09:09:27.038149047,2022-04-20 11:48:09.947257551,Retirement,Engineering,Analyst,L2,E-09291,"Ikorodu, Lagos",Full-Time,39,7
E-05227,1985-03-17 02:40:13.085714254,Male,Asian,2020-08-22 03:10:00.842484434,2024-03-03 18:21:05.860240510,Retirement,HR,Engineer,L5,E-08547,"VI, Lagos",Full-Time,42,1
E-05228,1987-10-11 04:31:56.689669182,Non-Binary,Black,2014-06-20 07:21:29.146563469,,,Marketing,Analyst,L4,E-09066,Abuja,Part-Time,128,20
E-05229,1987-12-05 15:39:29.434436792,Male,Asian,2016-01-24 20:02:21.306407233,2019-03-16 02:51:50.832885155,Voluntary,Marketing,Manager,L5,E-09283,"Ikorodu, Lagos",Contract,38,36
E-05230,1975-08-01 01:37:12.175400432,Female,Asian,2012-10-20 18:45:29.812415117,2019-11-07 09:58:26.689460801,Involuntary,Finance,Analyst,L5,E-09249,Port Harcourt,Part-Time,85,47
E-05231,1987-09-14 07:59:04.266261948,Male,Asian,2017-04-19 21:28:58.960352300,2019-04-24 07:46:30.750680858,Retirement,Marketing,Executive,L2,E-00247,Abuja,Contract,24,1
E-05232,1980-06-24 13:39:10.997207187,Male,Other,2018-10-08 17:01:12.986022230,,,Finance,Executive,L1,E-01622,Port Harcourt,Contract,75,47
E-05233,1989-12-07 16:36:32.265677396,Male,Asian,2020-09-12 19:32:45.556652716,2024-04-02 12:56:50.456832068,Voluntary,Sales,Manager,L4,E-04103,"VI, Lagos",Contract,43,10
E-05234,1982-03-04 15:44:44.116513656,Female,White,2012-06-12 17:48:00.966307703,2019-03-20 22:44:45.064995820,Involuntary,HR,Executive,L4,E-08121,"Ikorodu, Lagos",Contract,82,12
E-05235,1992-04-04 22:31:00.098767197,Male,Hispanic,2011-11-22 06:02:04.896762535,2018-05-01 21:51:37.313139389,Voluntary,Marketing,Manager,L4,E-06066,"VI, Lagos",Part-Time,78,78
E-05236,1997-05-23 17:30:37.336777462,Male,Hispanic,2012-03-05 11:27:36.191102690,,,Marketing,Engineer,L5,E-06484,"VI, Lagos",Part-Time,156,128
E-05237,1983-11-09 02:07:18.132806521,Male,Asian,2011-12-09 13:05:45.955356982,2017-02-27 11:14:21.962581897,Involuntary,Marketing,Engineer,L5,E-05974,"Ikorodu, Lagos",Full-Time,63,8
E-05238,1994-03-26 17:51:03.076035004,Female,Asian,2016-08-12 12:17:44.558207580,2023-06-02 01:20:40.701283318,Involuntary,Marketing,Manager,L2,E-02249,Abuja,Part-Time,82,19
E-05239,1975-03-18 04:18:51.337035112,Male,Other,2014-02-01 23:03:49.054243095,2019-07-22 13:57:07.314903330,Voluntary,Engineering,Engineer,L5,E-07669,"Ikorodu, Lagos",Full-Time,66,7
E-05240,1986-06-16 21:57:38.102298399,Female,White,2018-04-04 14:41:27.323560694,,,Sales,Engineer,L4,E-04433,Abuja,Contract,82,63
E-05241,1975-07-03 20:58:21.889717844,Female,White,2012-11-16 23:18:10.022642703,2021-07-12 00:10:24.990980764,Voluntary,Marketing,Engineer,L4,E-01193,Abuja,Contract,105,15
E-05242,1986-07-05 22:30:06.173224384,Non-Binary,White,2015-10-26 09:50:47.527150159,2016-11-04 06:33:27.708695950,Retirement,Finance,Executive,L1,E-09386,Abuja,Full-Time,12,1
E-05243,1987-12-22 03:13:56.749212949,Non-Binary,White,2022-03-30 12:30:23.071291868,,,Finance,Analyst,L2,E-00668,"Ikorodu, Lagos",Full-Time,33,32
E-05244,1984-01-08 15:54:58.947064778,Male,Other,2020-09-28 00:58:09.608324623,2024-01-11 09:24:36.756135895,Involuntary,Marketing,Engineer,L3,E-04785,"Ikorodu, Lagos",Full-Time,40,33
E-05245,1992-07-01 09:45:30.184657611,Female,White,2020-12-15 13:24:09.626361612,2022-03-26 23:39:23.463215198,Involuntary,Engineering,Manager,L3,E-02642,"VI, Lagos",Part-Time,15,13
E-05246,1989-06-08 02:34:46.418767230,Female,Black,2016-03-30 09:38:57.009687158,2019-03-12 17:48:51.590277702,Voluntary,Marketing,Manager,L2,E-03387,"Ikorodu, Lagos",Contract,35,12
E-05247,2000-04-24 03:04:42.254011655,Male,Black,2012-04-06 11:48:44.541438238,2017-07-02 18:00:42.825808149,Voluntary,Marketing,Manager,L3,E-06857,Port Harcourt,Part-Time,63,24
E-05248,1978-09-14 19:17:30.811105069,Female,Black,2015-10-11 23:11:23.684295177,2020-07-28 12:13:25.082369013,Voluntary,HR,Analyst,L3,E-07707,Port Harcourt,Full-Time,58,19
E-05249,1982-11-13 20:19:41.121124089,Female,Other,2014-02-15 08:29:02.783217229,2019-05-23 18:06:00.193898856,Voluntary,Engineering,Manager,L5,E-09009,Port Harcourt,Contract,64,52
E-05250,1990-10-12 08:01:24.111540831,Male,Hispanic,2012-03-27 20:28:21.882833616,2017-09-04 03:04:54.597778023,Involuntary,HR,Executive,L3,E-01988,Port Harcourt,Full-Time,66,47
E-05251,1999-09-03 05:09:55.960885036,Male,Other,2019-04-23 10:25:00.328238034,2023-07-27 11:38:31.239861803,Voluntary,Engineering,Manager,L1,E-02600,Port Harcourt,Full-Time,51,10
E-05252,1987-03-26 03:36:00.825455344,Female,Asian,2012-10-04 20:15:49.096777216,2018-08-19 15:48:08.475124786,Voluntary,Finance,Analyst,L1,E-09241,Abuja,Contract,71,55
E-05253,1996-04-25 06:20:00.518807048,Male,Other,2010-04-21 09:06:52.012950986,2024-08-15 00:22:30.231105915,Involuntary,Marketing,Executive,L3,E-04180,Abuja,Part-Time,174,74
E-05254,1995-09-16 00:34:08.964905341,Female,Asian,2019-07-05 12:03:22.856511386,2020-05-09 09:06:16.496131016,Retirement,Marketing,Executive,L5,E-05292,Abuja,Contract,10,1
E-05255,1985-09-18 20:02:09.832383407,Female,Black,2012-02-28 07:04:35.318152159,,,Marketing,Analyst,L3,E-00088,Port Harcourt,Full-Time,156,111
E-05256,1992-01-05 05:37:42.819341335,Female,Asian,2015-09-22 22:17:08.040966325,2016-11-07 02:52:39.972303053,Retirement,Sales,Manager,L2,E-00811,Port Harcourt,Full-Time,13,3
E-05257,1978-12-18 03:20:50.644144305,Male,Asian,2021-05-18 02:24:14.196383516,2021-06-10 08:50:47.422404991,Voluntary,Finance,Analyst,L1,E-08346,"Ikorodu, Lagos",Full-Time,0,0
E-05258,1994-05-07 08:40:04.658208919,Male,Black,2017-07-10 11:43:16.953840626,,,Sales,Executive,L2,E-06247,Port Harcourt,Contract,91,54
E-05259,1979-11-20 02:25:44.427860653,Female,Hispanic,2014-08-08 13:39:53.215310162,2019-01-10 10:31:08.200872176,Retirement,HR,Executive,L2,E-09100,Port Harcourt,Full-Time,53,32
E-05260,1977-02-15 16:20:20.737851711,Female,Asian,2022-08-29 18:46:00.052505379,2024-01-13 05:54:38.511293931,Voluntary,HR,Manager,L5,E-05655,"VI, Lagos",Full-Time,16,1
E-05261,1991-05-18 06:14:16.379229471,Female,Black,2020-01-28 00:25:29.076501224,2023-11-18 10:15:23.498602922,Voluntary,Engineering,Analyst,L2,E-00355,"Ikorodu, Lagos",Full-Time,46,27
E-05262,1979-07-06 11:23:49.474331076,Male,Hispanic,2014-11-29 11:18:53.285936785,,,HR,Manager,L1,E-05419,"Ikorodu, Lagos",Contract,122,103
E-05263,1977-06-10 00:15:40.994393659,Female,White,2020-02-22 03:54:10.373785637,2024-03-29 08:08:47.107324509,Involuntary,Marketing,Executive,L2,E-07828,Port Harcourt,Full-Time,49,6
E-05264,1993-09-16 02:17:14.610970538,Male,Other,2015-05-17 06:27:42.051611799,2017-09-10 14:12:39.152397118,Voluntary,Engineering,Manager,L3,E-01576,Abuja,Contract,28,12
E-05265,1996-04-27 00:28:06.162682647,Male,Other,2012-07-27 13:38:45.463253766,2020-10-29 00:19:08.073868859,Voluntary,Finance,Manager,L1,E-04729,"VI, Lagos",Part-Time,100,85
E-05266,1990-12-17 23:01:29.164466881,Male,Black,2016-09-15 00:27:13.240690989,2020-07-11 20:41:58.355745921,Involuntary,Finance,Engineer,L1,E-01266,"VI, Lagos",Full-Time,46,10
E-05267,1986-12-28 08:43:13.607471573,Female,White,2022-05-15 06:15:14.489610776,2022-11-04 01:21:15.072789190,Voluntary,Finance,Manager,L5,E-08284,"VI, Lagos",Full-Time,5,1
E-05268,1991-11-15 20:14:05.424224965,Female,White,2012-04-10 19:09:03.788453560,2020-03-07 21:05:26.862523600,Voluntary,HR,Engineer,L3,E-04431,Abuja,Full-Time,96,40
E-05269,1986-05-16 15:53:34.974626484,Male,Other,2022-01-05 06:24:45.435676734,2023-05-02 23:40:29.976176129,Involuntary,Sales,Analyst,L4,E-06304,Abuja,Contract,16,10
E-05270,1992-11-12 02:49:37.812776805,Male,Asian,2015-11-12 18:08:24.701329066,2022-05-22 06:34:28.030689306,Voluntary,Finance,Manager,L1,E-09218,"Ikorodu, Lagos",Full-Time,79,7
E-05271,1992-01-04 16:11:50.228397962,Female,Other,2014-10-14 16:45:07.696633291,2018-06-24 13:03:50.649858748,Voluntary,Marketing,Manager,L2,E-05403,"VI, Lagos",Part-Time,44,3
E-05272,1998-02-18 06:52:56.185485441,Female,Asian,2017-06-21 07:26:01.640986532,,,Marketing,Manager,L2,E-03685,Port Harcourt,Part-Time,91,85
E-05273,1984-09-12 08:54:40.599600076,Male,Other,2010-06-18 00:05:32.209017178,2022-12-28 01:10:05.195936728,Voluntary,Finance,Engineer,L1,E-00931,Port Harcourt,Full-Time,152,112
E-05274,1985-10-28 12:56:29.416245941,Male,Hispanic,2019-02-15 08:02:06.608939694,2024-03-15 00:24:43.662970686,Involuntary,Sales,Analyst,L5,E-04197,"VI, Lagos",Part-Time,61,28
E-05275,1981-10-17 04:27:29.939078920,Female,Other,2022-03-04 21:46:12.062960705,2023-01-31 14:55:25.930512142,Voluntary,HR,Analyst,L1,E-03038,"VI, Lagos",Full-Time,11,7
E-05276,1984-07-20 19:15:20.642613001,Male,Black,2014-01-07 14:05:41.048981076,2015-06-26 09:18:52.417020343,Involuntary,Finance,Analyst,L5,E-02346,Port Harcourt,Contract,17,5
E-05277,1982-01-20 19:00:10.792239632,Female,White,2021-03-16 11:52:55.255727798,2021-10-23 13:30:25.955237462,Involuntary,HR,Engineer,L4,E-05259,Abuja,Contract,7,1
E-05278,1991-03-11 01:11:54.195677021,Male,Other,2018-04-28 18:57:31.895646528,,,HR,Engineer,L3,E-06398,Abuja,Contract,81,32
E-05279,1976-03-04 03:40:47.101530328,Male,Asian,2022-03-14 17:27:04.712714020,2022-08-03 15:48:50.848816353,Voluntary,HR,Manager,L3,E-05356,Abuja,Part-Time,4,3
E-05280,1989-11-23 19:17:43.231509283,Female,White,2019-06-30 20:05:58.519717154,2024-01-23 15:25:36.565319045,Voluntary,Marketing,Manager,L4,E-05106,Abuja,Full-Time,55,35
E-05281,1992-08-31 19:54:36.967627552,Female,Hispanic,2012-10-11 05:01:50.048775592,2018-10-24 08:40:19.912966584,Voluntary,Finance,Manager,L2,E-06426,Abuja,Full-Time,73,56
E-05282,1980-03-03 11:54:10.586397502,Male,Other,2015-10-13 22:07:34.578788528,2018-06-10 07:10:33.726903403,Retirement,Marketing,Manager,L3,E-05950,Port Harcourt,Part-Time,32,30
E-05283,1987-12-18 09:31:28.969918066,Female,Other,2019-05-25 20:55:59.403758496,2024-10-13 12:13:37.494569875,Voluntary,Marketing,Executive,L3,E-09089,"VI, Lagos",Part-Time,65,20
E-05284,1985-10-01 03:51:22.766580345,Female,Black,2014-05-11 02:28:36.095427215,2020-11-13 08:16:43.451966691,Involuntary,Marketing,Manager,L5,E-00593,Abuja,Part-Time,79,55
E-05285,1995-02-09 15:16:35.484169710,Male,Black,2020-03-27 20:47:26.356329320,2020-10-04 01:04:16.834970063,Voluntary,Sales,Executive,L4,E-06711,Port Harcourt,Contract,6,2
E-05286,1986-04-12 22:12:43.606918978,Male,White,2022-09-14 14:28:25.668968024,2023-03-21 19:42:32.856275320,Voluntary,HR,Engineer,L5,E-09954,"Ikorodu, Lagos",Contract,6,2
E-05287,1979-01-30 07:54:10.829700858,Female,Hispanic,2017-03-16 19:04:26.054698054,,,Engineering,Manager,L4,E-09113,"VI, Lagos",Contract,94,1
E-05288,1990-02-03 01:55:38.308411441,Non-Binary,Other,2013-09-20 02:44:49.144483392,2013-10-19 21:49:39.274140048,Retirement,Finance,Engineer,L1,E-05734,Abuja,Full-Time,0,0
E-05289,1987-10-14 11:20:36.438631036,Male,Black,2015-10-27 21:37:12.258244456,,,Marketing,Engineer,L4,E-00645,Abuja,Contract,111,39
E-05290,1978-10-11 20:48:25.371308897,Female,White,2013-02-13 19:28:35.764811659,2019-10-18 22:01:55.608574868,Retirement,Engineering,Analyst,L2,E-09472,Abuja,Full-Time,81,67
E-05291,1991-01-17 00:03:44.702438826,Male,Black,2021-03-05 23:27:04.681147037,2024-06-30 15:07:10.233440050,Involuntary,Finance,Executive,L3,E-03360,"VI, Lagos",Part-Time,40,26
E-05292,1986-10-07 08:20:38.784418952,Female,Other,2010-11-27 21:11:15.651149288,2020-01-06 16:28:30.742685816,Voluntary,Finance,Manager,L2,E-04964,Port Harcourt,Part-Time,110,50
E-05293,1996-01-07 17:09:26.226164237,Female,Black,2019-02-23 12:38:10.537068255,,,Marketing,Analyst,L4,E-01818,"Ikorodu, Lagos",Part-Time,71,51
E-05294,1984-11-20 15:23:08.086256427,Female,Other,2011-07-05 11:33:26.242849013,2013-04-14 18:17:56.091419130,Retirement,Engineering,Engineer,L2,E-09916,"VI, Lagos",Part-Time,21,2
E-05295,1995-05-10 19:08:38.593609209,Female,Hispanic,2011-11-18 20:30:09.557374337,2022-09-01 23:03:13.511001928,Involuntary,Marketing,Executive,L4,E-09217,Abuja,Contract,131,113
E-05296,1986-01-11 20:01:10.621138584,Male,Other,2016-10-11 09:19:51.475499987,2016-10-30 03:48:16.963265873,Voluntary,Sales,Executive,L1,E-09109,Abuja,Contract,0,0
E-05297,1988-11-27 17:37:46.167090222,Female,Hispanic,2017-07-31 04:00:07.992232306,2018-07-27 13:19:46.986382521,Involuntary,Sales,Engineer,L1,E-02611,Port Harcourt,Full-Time,12,10
E-05298,1986-09-01 12:56:21.932114585,Male,Other,2013-06-08 22:40:02.254513051,2014-05-29 06:55:03.658688019,Voluntary,Marketing,Engineer,L3,E-08103,"VI, Lagos",Contract,11,11
E-05299,1982-01-22 01:15:38.465800125,Male,Hispanic,2014-12-20 21:49:21.437727936,2023-08-09 01:15:38.088581473,Involuntary,HR,Analyst,L2,E-04446,Abuja,Full-Time,105,18
E-05300,1979-10-25 02:42:06.453477593,Non-Binary,White,2019-06-11 03:45:21.613928526,2023-11-12 20:38:04.525465616,Involuntary,Sales,Executive,L3,E-08945,"VI, Lagos",Full-Time,53,40
E-05301,1980-11-26 18:06:54.726876696,Male,White,2021-11-05 05:00:59.081578352,2024-12-10 21:41:09.574297577,Involuntary,Marketing,Engineer,L5,E-02134,Port Harcourt,Contract,37,30
E-05302,2000-02-22 01:16:17.907278551,Female,Hispanic,2016-09-19 21:31:37.624798367,2022-07-14 12:52:20.808240931,Involuntary,Finance,Analyst,L2,E-06018,"VI, Lagos",Part-Time,70,32
E-05303,1987-01-18 19:55:48.633768220,Female,Other,2021-05-17 09:24:09.690589624,2022-12-27 09:58:27.376317119,Voluntary,Sales,Executive,L2,E-00832,Abuja,Full-Time,19,10
E-05304,1998-04-20 02:14:21.487818122,Female,Other,2012-06-25 21:54:30.239106243,,,Engineering,Executive,L1,E-00484,"VI, Lagos",Full-Time,152,65
E-05305,1987-06-05 12:52:52.846609609,Male,Hispanic,2014-05-12 11:35:14.657449600,2016-04-04 20:26:11.507724043,Voluntary,HR,Manager,L3,E-02101,"Ikorodu, Lagos",Part-Time,23,3
E-05306,1975-02-21 16:10:36.989440507,Male,White,2019-08-14 04:34:32.793937484,2024-06-10 06:23:46.057068389,Retirement,HR,Analyst,L3,E-04369,"Ikorodu, Lagos",Part-Time,58,30
E-05307,1994-03-24 22:46:28.303108904,Female,Asian,2014-10-12 09:11:16.675263297,,,HR,Analyst,L2,E-03345,"VI, Lagos",Contract,124,61
E-05308,1989-09-30 07:39:50.778380105,Non-Binary,Black,2019-12-06 16:34:55.388678301,2022-08-10 02:09:37.895024643,Voluntary,Marketing,Analyst,L3,E-06155,"Ikorodu, Lagos",Part-Time,32,1
E-05309,1992-08-06 23:11:40.979275460,Female,Other,2020-03-04 12:29:38.820650838,2021-05-24 20:04:00.840893216,Retirement,Engineering,Analyst,L4,E-04195,Abuja,Full-Time,14,3
E-05310,1990-10-06 11:48:00.703869439,Male,Hispanic,2018-08-22 02:29:31.812953167,2023-09-21 05:11:57.106305535,Involuntary,Engineering,Analyst,L3,E-09553,Port Harcourt,Contract,61,58
E-05311,1998-07-12 22:46:23.657411179,Female,Black,2012-06-24 18:57:17.209986439,,,Marketing,Manager,L2,E-00245,Port Harcourt,Part-Time,152,136
E-05312,1987-03-07 04:50:50.982045927,Female,Other,2017-09-29 17:58:48.483976152,2024-11-26 10:37:17.086891463,Involuntary,Marketing,Analyst,L4,E-05282,"Ikorodu, Lagos",Part-Time,87,62
E-05313,1997-08-28 02:23:37.026737905,Female,Other,2021-01-20 18:03:22.426317993,,,Marketing,Manager,L3,E-00427,"VI, Lagos",Contract,48,16
E-05314,1981-03-07 11:07:29.075250642,Male,Hispanic,2022-11-13 19:11:25.994124784,2023-03-03 09:37:42.310630648,Voluntary,HR,Analyst,L3,E-05773,Abuja,Full-Time,3,2
E-05315,1986-02-23 22:38:44.258897616,Male,Other,2010-05-16 00:40:27.236565102,2017-07-01 02:22:10.617638136,Involuntary,Marketing,Executive,L4,E-00761,Abuja,Part-Time,86,70
E-05316,1981-12-25 07:13:48.126178655,Female,White,2013-07-27 22:27:37.102879356,2016-12-23 11:39:00.665128102,Voluntary,Sales,Executive,L4,E-08152,"Ikorodu, Lagos",Full-Time,41,14
E-05317,1979-06-28 00:20:09.026020806,Non-Binary,Hispanic,2019-04-28 08:04:51.267220970,,,HR,Engineer,L1,E-01924,"VI, Lagos",Contract,69,66
E-05318,1990-01-23 00:21:45.510996663,Male,White,2020-08-21 17:06:37.959480567,2024-03-10 09:10:38.454978109,Voluntary,HR,Manager,L3,E-07357,Abuja,Full-Time,43,32
E-05319,1998-05-18 06:56:04.999079212,Male,Hispanic,2020-09-03 18:05:20.302648762,,,Marketing,Analyst,L1,E-05091,"Ikorodu, Lagos",Part-Time,52,31
E-05320,1979-01-25 14:06:30.448719106,Female,White,2013-05-30 17:24:41.319708059,,,HR,Engineer,L4,E-08835,Abuja,Full-Time,141,80
E-05321,1985-11-12 00:00:19.989658630,Female,Other,2018-11-01 19:11:53.284212672,2023-02-08 18:04:19.481247405,Voluntary,Engineering,Analyst,L1,E-02022,Abuja,Full-Time,51,10
E-05322,1989-06-14 05:11:05.399610264,Female,Asian,2017-12-23 06:33:55.719896814,,,Sales,Executive,L4,E-04949,"Ikorodu, Lagos",Contract,85,14
E-05323,1975-10-07 16:28:06.613550734,Female,Hispanic,2022-10-12 09:40:13.207059773,2022-12-05 23:43:08.504486580,Voluntary,Sales,Analyst,L1,E-01231,Port Harcourt,Part-Time,1,1
E-05324,1998-08-18 13:24:25.538016144,Female,Hispanic,2019-03-03 12:58:56.411739966,2021-07-27 15:24:05.788326970,Voluntary,Finance,Manager,L5,E-02641,"Ikorodu, Lagos",Contract,29,7
E-05325,1985-03-05 14:44:24.149528655,Male,White,2010-03-09 04:38:15.991684488,2017-10-05 10:24:29.038324422,Involuntary,Marketing,Manager,L4,E-06113,Port Harcourt,Full-Time,92,18
E-05326,1985-02-04 12:24:14.392387319,Male,Black,2022-08-31 12:46:51.932844390,2022-10-28 02:17:48.524662932,Voluntary,Sales,Executive,L2,E-00206,"VI, Lagos",Full-Time,1,1
E-05327,1976-07-30 08:24:50.224693507,Non-Binary,Hispanic,2011-07-29 09:55:52.752241539,2015-02-04 12:01:20.283367753,Involuntary,Sales,Engineer,L4,E-07301,"Ikorodu, Lagos",Full-Time,42,31
E-05328,1999-11-12 09:06:26.130090882,Female,Asian,2015-06-12 05:59:14.912290714,2016-04-24 10:02:43.901446343,Voluntary,Finance,Executive,L5,E-04889,Port Harcourt,Part-Time,10,8
E-05329,1986-07-27 02:21:27.852935022,Male,White,2022-12-04 05:03:31.063844514,2023-11-19 13:53:18.094724859,Involuntary,Sales,Engineer,L3,E-06277,Abuja,Part-Time,11,5
E-05330,2000-03-21 14:19:52.897613243,Female,Asian,2010-12-03 09:29:18.735276724,2015-09-04 15:14:53.307611349,Voluntary,Engineering,Executive,L4,E-03595,Port Harcourt,Part-Time,57,10
E-05331,1985-01-14 17:59:49.232651467,Male,Black,2018-07-27 02:50:22.632572624,2020-04-04 20:01:03.444393932,Voluntary,Marketing,Executive,L3,E-05902,Port Harcourt,Contract,20,10
E-05332,1988-11-19 16:40:20.442047617,Male,Other,2018-10-11 23:31:40.638288694,2020-05-26 02:17:20.171767608,Involuntary,Marketing,Executive,L3,E-05432,Port Harcourt,Full-Time,19,1
E-05333,1986-04-17 21:24:03.189196293,Female,Hispanic,2014-11-29 21:00:30.369456679,2016-08-30 14:09:58.975532633,Retirement,Marketing,Executive,L1,E-06007,Abuja,Part-Time,21,11
E-05334,1992-05-29 12:34:29.212972124,Male,Other,2021-05-08 12:09:10.761885780,2021-08-13 19:04:19.349502328,Involuntary,Sales,Analyst,L3,E-02441,"Ikorodu, Lagos",Full-Time,3,1
E-05335,1999-09-04 10:41:48.491143811,Female,Hispanic,2012-04-26 17:24:50.090914926,,,Engineering,Analyst,L1,E-09157,Abuja,Full-Time,154,45
E-05336,1996-12-02 01:31:07.778246534,Female,Other,2012-04-18 01:08:34.655494047,2018-09-26 18:21:37.436132695,Retirement,Marketing,Manager,L2,E-03259,Abuja,Part-Time,78,67
E-05337,1977-10-08 12:35:08.813432253,Female,Hispanic,2021-01-09 01:57:23.666804389,,,Engineering,Engineer,L2,E-04643,Port Harcourt,Full-Time,48,15
E-05338,1991-02-07 18:28:20.322823385,Male,Hispanic,2018-08-27 07:47:18.836058482,2020-08-13 06:19:11.356487543,Involuntary,Sales,Analyst,L5,E-05520,Port Harcourt,Part-Time,23,23
E-05339,1989-12-27 03:41:52.218941153,Male,Asian,2011-03-31 12:35:02.197974946,2022-08-13 02:24:44.308644848,Voluntary,Engineering,Manager,L2,E-02078,"VI, Lagos",Part-Time,138,5
E-05340,1993-11-20 13:59:16.184575622,Male,Black,2010-05-17 11:01:06.978375851,,,HR,Analyst,L5,E-09640,"Ikorodu, Lagos",Part-Time,178,100
E-05341,1989-08-22 22:40:00.008857171,Male,White,2016-10-13 09:24:01.036101830,,,Sales,Analyst,L3,E-03510,Port Harcourt,Part-Time,100,2
