Employee_ID,Survey_Date,Engagement_Score,Satisfaction_Score,Work_Life_Balance,Relationship_with_Manager,Career_Development_Opportunities,Performance_Rating_2024,Performance_Rating_2023,Training_Hours_Last_Year,Projects_Completed
E-04954,2024-06-30,4.5,3.6,3.0,4.3,3.2,3.9,3.7,57,3
E-04955,2024-06-30,4.2,4.3,2.5,4.1,3.3,3.9,3.3,53,3
E-04956,2024-06-30,3.3,4.1,2.5,3.9,2.5,4.1,3.5,51,4
E-04957,2024-06-30,3.9,4.0,2.3,5.0,2.6,4.1,4.3,84,4
E-04958,2024-06-30,4.5,3.7,2.6,4.2,3.5,4.8,4.2,85,9
E-04959,2024-06-30,4.0,3.7,2.7,4.4,2.6,4.2,4.1,41,4
E-04960,2024-06-30,4.3,4.1,4.5,4.3,3.5,3.9,3.6,45,7
E-04961,2024-06-30,3.8,4.3,3.5,3.9,2.6,4.6,3.5,45,10
E-04962,2024-06-30,3.5,3.9,3.2,4.2,3.2,3.5,3.1,19,5
E-04963,2024-06-30,3.9,4.1,2.5,4.1,3.5,3.9,4.1,50,3
E-04964,2024-06-30,4.2,4.0,3.4,4.1,1.4,3.8,4.6,12,4
E-04965,2024-06-30,3.7,4.0,2.3,4.3,3.5,4.0,4.4,57,5
E-04966,2024-06-30,3.9,3.9,3.2,3.8,3.8,4.1,3.8,57,4
E-04967,2024-06-30,3.5,4.0,4.9,3.7,2.8,4.1,4.0,58,7
E-04968,2024-06-30,4.6,5.3,4.0,4.4,3.2,4.1,3.9,48,7
E-04969,2024-06-30,3.9,4.2,3.4,4.0,2.5,4.2,4.2,85,7
E-04970,2024-06-30,4.7,4.3,4.0,4.1,3.2,4.0,4.5,67,4
E-04971,2024-06-30,4.8,4.2,3.1,3.4,4.5,4.4,3.6,25,7
E-04972,2024-06-30,4.0,3.9,2.9,4.6,1.7,3.5,3.6,38,2
E-04973,2024-06-30,3.5,4.6,4.7,4.4,2.7,3.2,3.7,74,6
E-04974,2024-06-30,3.0,3.9,2.7,4.5,3.5,4.2,3.8,54,6
E-04975,2024-06-30,3.3,4.5,3.3,4.4,3.8,3.9,4.1,81,5
E-04976,2024-06-30,3.3,3.8,3.7,3.6,2.2,4.5,3.8,89,4
E-04977,2024-06-30,4.7,3.5,2.8,4.3,2.6,4.3,3.5,69,5
E-04978,2024-06-30,4.1,4.2,4.0,4.0,2.7,4.2,3.5,99,5
E-04979,2024-06-30,4.2,3.4,3.3,3.8,2.6,3.9,3.3,31,6
E-04980,2024-06-30,2.9,4.3,4.0,4.4,2.9,4.2,3.8,34,4
E-04981,2024-06-30,3.4,3.4,3.9,4.9,2.1,3.9,4.2,97,3
E-04982,2024-06-30,4.4,3.8,3.3,4.8,2.8,4.0,4.0,16,5
E-04983,2024-06-30,4.1,3.3,4.7,4.4,2.4,3.9,4.0,30,2
E-04984,2024-06-30,3.9,5.4,3.0,4.2,3.0,4.1,3.4,74,3
E-04985,2024-06-30,4.3,3.2,4.4,4.1,2.6,3.9,3.3,11,3
E-04986,2024-06-30,4.8,4.0,4.3,3.8,2.9,4.3,3.9,26,3
E-04987,2024-06-30,3.9,4.6,4.7,4.1,2.4,4.1,4.3,57,4
E-04988,2024-06-30,4.0,4.5,3.6,4.6,3.6,3.8,4.1,28,7
E-04989,2024-06-30,4.1,4.4,2.9,4.9,2.8,3.9,3.5,56,3
E-04990,2024-06-30,5.2,3.8,5.0,3.9,3.0,3.6,4.7,70,5
E-04991,2024-06-30,3.0,4.7,3.3,3.4,2.9,3.4,3.0,23,4
E-04992,2024-06-30,4.3,4.5,2.9,4.0,3.0,4.3,3.8,65,5
E-04993,2024-06-30,3.9,4.1,3.4,4.6,3.0,3.9,3.8,38,6
E-04994,2024-06-30,4.3,4.1,2.8,5.0,3.5,3.6,3.7,11,7
E-04995,2024-06-30,3.7,3.8,3.9,4.7,2.8,4.1,4.0,20,7
E-04996,2024-06-30,4.0,3.5,3.1,4.7,2.6,3.8,3.7,41,5
E-04997,2024-06-30,4.4,4.6,3.3,3.9,3.0,4.0,3.2,44,0
E-04998,2024-06-30,5.6,4.7,4.2,3.9,2.6,3.6,3.8,52,4
E-04999,2024-06-30,4.4,3.6,3.9,3.7,3.0,4.2,3.9,82,6
E-05000,2024-06-30,3.6,3.9,3.5,3.9,2.4,4.0,4.2,43,6
E-05001,2024-06-30,3.8,3.9,3.6,4.6,3.6,4.1,4.4,82,5
E-05002,2024-06-30,3.8,4.0,3.5,4.8,2.5,3.9,3.5,73,7
E-05003,2024-06-30,3.1,4.0,3.2,4.3,3.7,4.1,4.5,56,4
E-05004,2024-06-30,3.8,4.5,3.5,4.1,3.0,3.6,3.6,18,5
E-05005,2024-06-30,4.4,3.6,3.8,3.8,3.5,4.7,3.6,12,3
E-05006,2024-06-30,3.4,3.6,3.4,4.2,2.5,4.1,3.6,54,3
E-05007,2024-06-30,4.5,4.6,3.8,4.3,1.8,4.5,3.0,30,6
E-05008,2024-06-30,4.2,3.8,2.9,3.6,2.0,3.9,3.6,67,9
E-05009,2024-06-30,3.6,3.4,3.1,4.6,4.5,3.7,4.3,49,1
E-05010,2024-06-30,3.9,3.8,3.0,4.0,2.6,3.9,4.0,59,3
E-05011,2024-06-30,4.8,3.8,3.1,4.5,3.7,4.0,3.9,78,2
E-05012,2024-06-30,4.4,4.8,4.4,4.2,2.2,4.0,3.9,55,4
E-05013,2024-06-30,4.0,4.5,4.0,4.3,3.1,4.6,4.3,55,5
E-05014,2024-06-30,3.9,4.6,2.7,3.9,3.2,3.7,3.4,51,7
E-05015,2024-06-30,4.0,4.4,3.8,4.1,4.7,3.8,4.2,62,2
E-05016,2024-06-30,3.7,4.5,3.2,4.5,2.8,4.2,3.8,42,12
E-05017,2024-06-30,2.9,3.7,3.0,4.1,2.6,3.5,3.5,98,2
E-05018,2024-06-30,5.0,3.9,2.5,3.8,3.2,4.0,4.0,31,6
E-05019,2024-06-30,4.1,3.5,4.2,4.2,2.4,4.0,3.8,67,7
E-05020,2024-06-30,4.2,3.9,2.5,4.4,3.2,4.1,3.5,17,5
E-05021,2024-06-30,4.0,4.3,3.5,4.7,3.0,4.1,3.4,18,2
E-05022,2024-06-30,3.6,4.1,2.8,4.7,2.5,4.6,3.6,20,8
E-05023,2024-06-30,3.9,4.7,4.0,4.2,3.3,3.7,3.6,96,1
E-05024,2024-06-30,3.2,3.4,3.3,4.0,3.1,3.8,4.3,46,2
E-05025,2024-06-30,5.1,4.3,3.4,4.1,3.5,4.2,3.7,29,6
E-05026,2024-06-30,3.4,3.4,3.4,4.0,4.0,4.1,3.7,57,7
E-05027,2024-06-30,3.5,4.0,3.7,4.4,2.7,4.1,4.3,96,4
E-05028,2024-06-30,3.8,4.4,3.5,4.6,2.8,3.6,4.3,18,7
E-05029,2024-06-30,4.6,3.9,3.5,4.7,2.2,4.7,3.5,55,2
E-05030,2024-06-30,4.0,4.3,3.1,4.0,3.3,4.1,3.3,91,8
E-05031,2024-06-30,3.4,3.5,2.4,4.0,2.6,3.5,4.0,35,7
E-05032,2024-06-30,4.6,3.2,2.7,4.0,3.2,4.2,3.7,25,3
E-05033,2024-06-30,4.4,4.3,4.0,3.4,3.7,3.7,3.6,59,4
E-05034,2024-06-30,4.3,4.9,3.3,3.7,2.6,4.3,4.2,93,2
E-05035,2024-06-30,4.4,3.5,3.0,4.2,2.7,3.6,3.7,25,5
E-05036,2024-06-30,5.2,4.6,2.5,4.4,3.6,4.3,4.6,97,9
E-05037,2024-06-30,5.1,4.0,2.3,4.4,3.4,3.6,3.8,25,3
E-05038,2024-06-30,3.7,3.3,3.0,3.9,3.4,3.7,3.9,68,4
E-05039,2024-06-30,4.8,3.4,4.1,4.0,2.8,4.0,4.7,47,6
E-05040,2024-06-30,4.2,4.0,3.1,4.1,2.1,3.8,3.9,71,8
E-05041,2024-06-30,4.2,3.8,3.8,4.0,2.6,3.8,3.5,90,5
E-05042,2024-06-30,3.2,3.3,3.1,4.5,2.4,3.5,3.4,66,2
E-05043,2024-06-30,3.9,3.2,3.9,3.7,3.3,3.9,3.6,62,7
E-05044,2024-06-30,3.6,3.6,3.3,3.7,3.2,4.3,3.9,45,4
E-05045,2024-06-30,4.4,4.1,2.6,4.1,2.6,4.6,4.2,51,7
E-05046,2024-06-30,4.5,4.0,3.3,3.7,2.7,4.2,3.2,63,6
E-05047,2024-06-30,3.0,3.7,4.8,3.4,3.3,4.2,3.8,97,3
E-05048,2024-06-30,4.0,4.1,4.8,3.6,2.8,3.5,4.3,98,4
E-05049,2024-06-30,4.6,4.5,3.8,4.1,2.7,4.0,3.9,88,7
E-05050,2024-06-30,3.9,4.2,3.4,4.5,4.2,3.8,4.3,61,7
E-05051,2024-06-30,4.4,3.9,3.7,4.5,2.7,3.5,3.2,30,1
E-05052,2024-06-30,4.2,4.5,3.7,4.8,3.4,3.6,3.7,49,5
E-05053,2024-06-30,4.2,3.5,3.5,4.2,3.2,4.2,3.8,25,6
E-05054,2024-06-30,3.9,3.9,3.8,4.3,2.1,3.8,4.0,92,5
E-05055,2024-06-30,3.4,3.9,3.6,4.1,2.6,3.6,3.5,29,4
E-05056,2024-06-30,3.4,3.4,3.3,4.1,3.5,3.8,4.0,14,2
E-05057,2024-06-30,4.4,3.8,2.7,5.0,2.9,4.1,4.0,24,6
E-05058,2024-06-30,4.0,3.0,3.2,4.3,2.1,3.8,3.8,49,6
E-05059,2024-06-30,3.9,5.0,4.1,4.3,3.2,3.6,4.0,83,4
E-05060,2024-06-30,3.8,3.5,3.5,3.7,2.7,3.7,3.9,84,7
E-05061,2024-06-30,3.8,4.8,3.7,4.4,3.3,4.3,3.5,53,6
E-05062,2024-06-30,4.5,4.0,3.3,4.5,4.6,3.4,3.7,66,5
E-05063,2024-06-30,3.8,4.3,2.8,4.6,3.2,3.9,3.3,81,4
E-05064,2024-06-30,3.3,3.8,3.3,4.5,3.4,4.0,3.2,49,7
E-05065,2024-06-30,4.4,4.1,2.8,4.1,2.8,3.8,3.9,72,4
E-05066,2024-06-30,3.9,4.3,2.7,4.1,2.3,3.7,3.0,33,4
E-05067,2024-06-30,4.0,4.3,4.3,4.2,3.6,4.3,3.7,49,1
E-05068,2024-06-30,4.8,4.4,3.2,4.2,2.6,4.3,4.0,30,7
E-05069,2024-06-30,4.0,3.8,3.0,4.7,2.9,4.0,3.8,75,5
E-05070,2024-06-30,4.1,3.8,4.6,4.6,4.1,3.8,4.7,28,3
E-05071,2024-06-30,3.4,3.2,4.1,4.5,2.8,4.0,4.0,23,3
E-05072,2024-06-30,3.9,4.3,3.2,5.0,3.7,4.1,3.7,85,6
E-05073,2024-06-30,4.3,4.5,3.8,3.1,3.2,4.0,4.0,29,7
E-05074,2024-06-30,3.2,4.8,3.3,4.0,2.7,4.1,3.3,66,3
E-05075,2024-06-30,4.1,4.2,3.0,4.2,3.2,3.9,4.2,29,4
E-05076,2024-06-30,4.1,3.6,3.8,3.9,2.6,3.1,3.6,40,1
E-05077,2024-06-30,4.0,3.2,3.3,3.8,3.5,3.9,4.2,38,11
E-05078,2024-06-30,4.5,4.5,3.6,3.5,3.7,4.2,4.0,84,7
E-05079,2024-06-30,4.2,3.1,4.2,4.1,3.0,4.0,4.1,65,10
E-05080,2024-06-30,4.7,3.8,4.1,4.6,3.8,4.1,3.6,61,3
E-05081,2024-06-30,3.5,3.9,3.1,4.5,3.1,3.9,3.3,84,9
E-05082,2024-06-30,4.1,4.0,3.8,3.9,3.5,3.9,3.3,91,6
E-05083,2024-06-30,4.0,4.0,2.7,4.3,4.8,4.1,3.1,83,4
E-05084,2024-06-30,3.5,4.1,3.8,4.7,4.5,4.6,3.6,27,1
E-05085,2024-06-30,4.5,2.8,3.6,3.6,2.9,4.3,3.6,18,2
E-05086,2024-06-30,5.2,4.0,3.8,4.1,3.2,4.2,4.2,70,6
E-05087,2024-06-30,4.0,2.9,3.3,4.3,2.4,4.1,3.4,67,3
E-05088,2024-06-30,4.3,4.4,5.0,4.2,3.5,3.6,4.7,79,5
E-05089,2024-06-30,4.0,3.7,2.9,4.5,3.2,4.4,3.4,85,8
E-05090,2024-06-30,3.6,2.9,4.2,3.6,2.5,4.3,3.4,10,3
E-05091,2024-06-30,3.1,3.6,2.8,3.8,3.7,4.1,3.2,83,6
E-05092,2024-06-30,3.6,3.7,3.9,4.5,2.8,4.0,3.8,75,4
E-05093,2024-06-30,3.3,4.6,3.9,3.5,2.7,4.2,3.7,54,5
E-05094,2024-06-30,4.9,4.1,3.5,4.5,3.2,3.9,3.8,50,5
E-05095,2024-06-30,3.9,4.2,3.2,4.4,2.7,4.2,4.0,81,8
E-05096,2024-06-30,3.8,4.6,3.6,4.5,3.0,3.7,4.2,34,2
E-05097,2024-06-30,4.4,4.0,3.7,4.0,4.0,3.4,3.3,39,4
E-05098,2024-06-30,3.4,4.4,4.8,4.4,2.6,3.6,3.8,53,9
E-05099,2024-06-30,3.6,4.3,2.9,3.7,3.4,4.0,4.1,86,6
E-05100,2024-06-30,4.0,3.4,3.1,4.0,2.6,3.9,3.4,41,2
E-05101,2024-06-30,4.5,4.7,3.7,4.2,2.4,4.0,4.9,15,6
E-05102,2024-06-30,4.3,3.3,3.3,3.8,3.0,3.6,4.7,68,3
E-05103,2024-06-30,4.1,4.5,3.4,4.3,4.6,4.1,3.8,93,8
E-05104,2024-06-30,4.0,3.2,4.2,3.7,3.5,3.7,3.4,23,5
E-05105,2024-06-30,4.2,4.3,1.5,4.3,3.3,4.1,3.4,32,4
E-05106,2024-06-30,4.1,4.9,3.1,4.9,2.7,3.6,3.9,86,3
E-05107,2024-06-30,3.5,3.9,2.3,3.7,2.8,3.7,4.1,97,2
E-05108,2024-06-30,4.0,3.9,2.7,4.2,2.1,3.7,3.1,57,6
E-05109,2024-06-30,3.5,4.3,5.2,3.6,4.1,4.2,3.4,69,8
E-05110,2024-06-30,4.0,3.8,3.9,3.9,3.2,3.9,3.9,56,4
E-05111,2024-06-30,3.8,4.9,4.2,4.5,3.1,4.1,3.2,19,7
E-05112,2024-06-30,5.3,4.1,3.4,4.0,3.1,4.3,3.7,55,5
E-05113,2024-06-30,4.0,3.8,4.0,4.5,4.3,4.5,4.0,83,3
E-05114,2024-06-30,3.3,3.7,2.3,4.3,3.2,4.1,3.7,17,5
E-05115,2024-06-30,3.9,3.5,4.2,4.2,2.9,3.7,3.5,91,3
E-05116,2024-06-30,4.3,3.7,2.9,3.8,4.1,4.4,3.8,59,3
E-05117,2024-06-30,4.8,3.8,3.1,4.5,2.9,4.5,4.0,85,6
E-05118,2024-06-30,3.7,3.8,3.9,4.3,2.0,4.0,3.4,30,2
E-05119,2024-06-30,3.2,3.7,3.7,3.6,2.1,4.4,3.9,35,7
E-05120,2024-06-30,4.4,5.0,3.6,3.8,2.9,4.1,3.9,20,7
E-05121,2024-06-30,3.3,3.5,2.5,3.1,3.2,3.5,4.0,20,7
E-05122,2024-06-30,3.8,4.1,3.6,3.7,3.5,3.8,3.9,61,4
E-05123,2024-06-30,3.9,4.3,4.2,4.1,2.4,3.8,3.9,39,5
E-05124,2024-06-30,4.0,4.3,3.1,3.8,2.9,3.9,3.7,55,1
E-05125,2024-06-30,4.3,4.0,4.4,3.9,2.5,3.7,3.7,10,2
E-05126,2024-06-30,3.7,3.9,2.9,4.8,3.7,3.7,4.1,61,2
E-05127,2024-06-30,3.9,4.2,3.5,4.6,3.8,4.4,3.8,24,3
E-05128,2024-06-30,4.0,4.1,4.6,3.9,4.2,3.5,4.0,37,4
E-05129,2024-06-30,4.1,3.9,3.0,4.5,3.2,3.8,4.0,72,6
E-05130,2024-06-30,4.0,3.2,4.2,4.7,4.1,4.2,3.4,67,6
E-05131,2024-06-30,4.2,3.8,4.9,4.4,2.6,3.8,3.7,78,3
E-05132,2024-06-30,4.4,3.4,3.6,4.3,3.1,4.1,3.8,54,3
E-05133,2024-06-30,4.2,3.7,3.1,4.6,2.4,3.9,3.8,50,3
E-05134,2024-06-30,4.2,4.0,3.0,4.5,3.3,4.1,4.0,81,6
E-05135,2024-06-30,3.2,4.2,4.4,3.7,3.2,3.7,3.9,47,10
E-05136,2024-06-30,4.0,4.9,4.4,4.1,1.5,3.4,3.8,95,7
E-05137,2024-06-30,4.2,3.7,4.5,4.0,3.7,3.9,3.6,47,7
E-05138,2024-06-30,4.4,4.4,3.5,4.7,3.5,3.5,4.2,61,5
E-05139,2024-06-30,3.7,4.2,4.2,4.0,2.7,4.0,3.9,55,6
E-05140,2024-06-30,3.7,4.6,3.5,3.9,3.2,3.7,3.8,62,3
E-05141,2024-06-30,3.7,4.3,2.9,4.6,2.1,3.7,3.6,39,3
E-05142,2024-06-30,4.3,3.5,4.3,4.3,2.5,4.4,3.9,13,2
E-05143,2024-06-30,4.5,3.1,4.6,5.0,4.0,4.1,3.8,11,4
E-05144,2024-06-30,3.8,4.2,2.8,3.9,2.3,3.5,3.2,72,4
E-05145,2024-06-30,4.5,3.7,2.8,4.0,3.0,4.0,3.4,94,8
E-05146,2024-06-30,4.1,3.5,3.5,4.6,2.2,4.0,4.3,70,2
E-05147,2024-06-30,3.9,3.4,4.2,3.7,3.2,3.4,3.9,42,7
E-05148,2024-06-30,3.9,4.1,2.7,4.7,3.3,4.1,3.5,87,4
E-05149,2024-06-30,4.4,4.8,3.7,3.7,3.4,4.3,3.7,89,3
E-05150,2024-06-30,4.2,3.8,3.1,4.4,3.3,3.9,3.5,67,4
E-05151,2024-06-30,5.1,4.3,4.0,3.5,3.9,3.9,3.6,50,12
E-05152,2024-06-30,3.6,3.9,2.9,4.2,2.7,3.8,4.2,18,4
E-05153,2024-06-30,4.3,3.4,4.0,3.7,2.4,4.1,3.7,84,10
E-05154,2024-06-30,3.7,4.4,3.4,5.0,2.6,3.9,4.1,28,2
E-05155,2024-06-30,3.6,3.5,2.8,3.8,2.2,3.9,4.5,53,8
E-05156,2024-06-30,4.0,4.0,3.5,3.9,3.0,3.8,3.6,82,4
E-05157,2024-06-30,4.1,3.8,2.1,4.4,2.9,4.6,3.3,16,8
E-05158,2024-06-30,5.5,4.4,3.1,4.0,3.3,3.9,4.0,40,6
E-05159,2024-06-30,3.9,3.5,3.7,4.5,2.0,4.2,3.5,76,8
E-05160,2024-06-30,3.4,4.2,2.3,3.9,3.0,4.1,3.8,17,4
E-05161,2024-06-30,4.1,3.6,1.7,3.9,3.7,3.2,3.9,82,1
E-05162,2024-06-30,3.0,3.7,1.9,4.2,3.3,3.9,4.5,62,7
E-05163,2024-06-30,4.0,2.2,4.4,3.7,1.9,3.7,3.9,24,6
E-05164,2024-06-30,4.0,5.0,3.4,4.4,3.0,4.3,3.6,17,4
E-05165,2024-06-30,4.4,4.3,3.1,4.6,2.6,3.6,4.1,90,2
E-05166,2024-06-30,4.5,3.6,4.2,4.4,3.0,4.1,4.1,96,4
E-05167,2024-06-30,3.7,3.4,3.2,4.5,2.8,4.3,4.3,74,3
E-05168,2024-06-30,3.9,3.8,3.7,3.4,4.0,4.1,3.4,55,7
E-05169,2024-06-30,3.6,4.4,3.5,4.0,3.1,4.0,4.3,16,4
E-05170,2024-06-30,3.4,3.1,3.2,4.1,3.2,3.9,4.7,87,9
E-05171,2024-06-30,4.2,3.9,3.7,4.8,3.0,4.0,4.3,19,5
E-05172,2024-06-30,3.4,4.9,4.0,4.0,3.3,3.6,4.4,94,5
E-05173,2024-06-30,3.8,3.4,3.4,3.3,2.9,4.1,3.6,44,8
E-05174,2024-06-30,3.5,4.0,3.2,3.8,3.5,4.3,4.5,57,3
E-05175,2024-06-30,4.3,5.1,3.3,3.9,2.8,3.7,3.6,72,5
E-05176,2024-06-30,4.9,4.3,1.9,3.3,3.8,4.0,3.8,70,5
E-05177,2024-06-30,3.3,4.1,3.7,4.6,3.3,4.0,3.6,85,4
E-05178,2024-06-30,3.1,4.3,2.7,3.6,2.9,4.1,3.6,22,2
E-05179,2024-06-30,3.9,3.8,3.9,4.4,3.5,3.8,3.8,62,3
E-05180,2024-06-30,4.0,4.6,3.4,3.8,3.3,3.5,3.3,88,5
E-05181,2024-06-30,4.1,3.8,3.6,4.8,3.5,3.7,3.5,18,4
E-05182,2024-06-30,3.8,3.0,4.0,4.1,3.1,3.3,3.4,79,4
E-05183,2024-06-30,3.9,3.8,2.9,4.0,2.9,4.2,4.4,76,5
E-05184,2024-06-30,4.2,3.5,3.8,4.4,3.1,4.1,4.4,23,10
E-05185,2024-06-30,4.5,3.9,3.7,3.8,2.7,4.0,4.8,23,5
E-05186,2024-06-30,3.0,3.9,3.4,4.4,3.6,3.8,3.8,96,5
E-05187,2024-06-30,3.8,4.6,2.9,4.0,3.9,4.0,3.8,58,3
E-05188,2024-06-30,4.1,4.3,3.9,4.0,3.3,4.0,4.1,74,3
E-05189,2024-06-30,3.5,4.1,4.0,4.2,3.9,3.8,3.3,97,8
E-05190,2024-06-30,4.9,4.0,3.6,3.8,3.7,3.9,3.4,99,3
E-05191,2024-06-30,3.7,3.5,2.8,4.1,2.8,4.4,3.2,19,2
E-05192,2024-06-30,4.0,2.9,3.1,4.3,3.5,3.6,4.1,48,4
E-05193,2024-06-30,4.3,4.1,3.5,3.3,2.2,4.3,3.5,66,5
E-05194,2024-06-30,3.7,4.4,4.0,4.6,3.1,3.5,4.2,27,6
E-05195,2024-06-30,3.1,3.9,2.4,4.5,2.3,4.5,3.6,83,2
E-05196,2024-06-30,3.8,3.7,3.1,3.5,2.9,3.3,3.8,79,1
E-05197,2024-06-30,4.5,4.2,3.2,3.4,2.1,4.1,3.7,78,7
E-05198,2024-06-30,3.8,4.0,3.4,4.5,3.7,3.8,3.9,82,5
E-05199,2024-06-30,3.6,4.8,2.6,4.5,2.8,3.9,3.6,76,3
E-05200,2024-06-30,4.5,4.6,3.3,4.4,3.5,4.0,4.2,66,4
E-05201,2024-06-30,3.8,4.5,3.3,3.6,3.0,4.2,3.7,56,11
E-05202,2024-06-30,3.7,4.4,2.8,4.9,1.9,3.4,3.9,57,7
E-05203,2024-06-30,4.1,3.4,3.4,3.9,2.7,4.0,3.8,70,5
E-05204,2024-06-30,4.4,4.3,3.1,4.3,2.7,4.1,3.4,17,7
E-05205,2024-06-30,5.2,4.2,3.8,4.3,3.0,3.8,4.3,83,2
E-05206,2024-06-30,4.4,4.3,2.9,4.8,3.9,4.0,3.5,34,8
E-05207,2024-06-30,4.6,4.2,3.6,4.3,4.0,3.8,4.1,76,4
E-05208,2024-06-30,3.7,4.2,2.9,4.4,2.9,4.2,4.1,96,6
E-05209,2024-06-30,3.5,5.4,3.1,4.2,2.2,4.1,3.2,77,8
E-05210,2024-06-30,4.0,4.0,3.7,3.7,2.6,4.1,3.7,85,8
E-05211,2024-06-30,4.1,4.5,3.7,3.3,3.3,4.2,4.0,56,8
E-05212,2024-06-30,3.5,3.8,3.2,4.2,2.9,4.4,3.7,57,8
E-05213,2024-06-30,3.9,4.4,3.3,3.6,2.1,3.7,3.7,62,3
E-05214,2024-06-30,4.2,4.5,2.5,4.3,2.7,4.7,3.9,28,7
E-05215,2024-06-30,4.2,4.2,4.5,4.3,3.8,4.1,3.6,70,6
E-05216,2024-06-30,4.3,4.8,4.0,4.2,3.2,3.8,3.9,90,4
E-05217,2024-06-30,4.1,3.6,4.0,3.8,3.0,4.7,3.8,35,4
E-05218,2024-06-30,3.7,3.8,2.4,4.6,2.8,3.9,3.7,96,6
E-05219,2024-06-30,3.7,4.1,3.1,4.4,2.7,3.6,3.4,98,3
E-05220,2024-06-30,3.4,4.4,3.3,3.7,3.3,3.8,4.0,51,3
E-05221,2024-06-30,4.9,4.1,2.1,5.0,3.1,3.8,2.8,15,7
E-05222,2024-06-30,4.0,4.6,4.1,4.1,3.5,4.3,3.9,93,2
E-05223,2024-06-30,3.9,3.7,4.5,3.7,3.3,4.0,3.8,69,7
E-05224,2024-06-30,3.5,3.4,4.9,3.9,3.0,4.0,3.5,78,6
E-05225,2024-06-30,5.5,4.2,2.8,3.6,3.2,4.0,3.2,44,5
E-05226,2024-06-30,3.5,4.0,3.6,4.7,2.6,4.3,4.0,44,3
E-05227,2024-06-30,3.8,4.3,4.4,4.6,3.0,3.9,3.7,21,7
E-05228,2024-06-30,4.2,4.0,3.3,4.5,3.8,3.9,3.9,99,2
E-05229,2024-06-30,4.3,3.8,3.1,4.4,3.0,3.8,3.1,96,7
E-05230,2024-06-30,4.5,4.0,2.2,4.7,2.9,3.9,4.0,54,2
E-05231,2024-06-30,4.9,4.0,4.3,4.1,3.1,4.2,4.2,77,3
E-05232,2024-06-30,4.3,3.8,3.5,4.4,2.3,4.2,3.7,17,2
E-05233,2024-06-30,3.5,3.9,3.0,3.9,3.1,4.5,3.4,36,7
E-05234,2024-06-30,3.9,3.8,3.7,4.1,4.0,4.0,4.0,37,3
E-05235,2024-06-30,4.2,4.4,3.6,4.4,2.5,3.9,3.7,17,6
E-05236,2024-06-30,5.0,4.1,3.6,3.0,3.2,4.1,4.1,53,6
E-05237,2024-06-30,3.3,5.1,3.3,4.0,3.0,3.9,3.8,63,8
E-05238,2024-06-30,4.6,4.1,4.6,4.3,3.0,3.8,2.9,23,5
E-05239,2024-06-30,4.1,3.7,3.4,4.2,3.0,4.1,2.9,50,2
E-05240,2024-06-30,4.4,5.3,4.6,4.0,3.4,3.9,3.5,79,4
E-05241,2024-06-30,3.9,4.2,3.9,4.4,2.3,3.9,4.0,31,5
E-05242,2024-06-30,3.6,4.5,3.7,3.9,3.4,4.2,3.6,34,5
E-05243,2024-06-30,4.4,4.3,3.4,3.7,3.0,4.1,4.0,81,8
E-05244,2024-06-30,4.3,4.3,4.2,4.7,1.9,4.6,3.5,13,6
E-05245,2024-06-30,4.5,4.3,3.6,4.6,3.2,4.3,4.6,91,3
E-05246,2024-06-30,4.0,3.4,2.8,4.0,3.1,3.8,3.7,44,6
E-05247,2024-06-30,3.7,4.2,2.8,4.2,2.5,3.9,3.9,90,9
E-05248,2024-06-30,3.2,3.3,3.8,4.5,3.1,3.6,3.4,29,3
E-05249,2024-06-30,4.4,3.9,2.9,4.2,2.2,3.7,3.6,57,9
E-05250,2024-06-30,4.2,3.6,3.5,4.4,2.6,4.4,4.0,83,7
E-05251,2024-06-30,3.5,4.2,4.2,4.4,3.0,3.9,3.8,61,2
E-05252,2024-06-30,3.7,4.2,3.7,4.1,2.0,3.6,2.7,47,10
E-05253,2024-06-30,3.8,4.2,3.0,4.4,2.3,3.4,4.0,57,3
E-05254,2024-06-30,3.3,4.1,4.5,3.8,2.4,3.6,4.0,54,6
E-05255,2024-06-30,3.6,3.7,3.9,4.4,3.0,3.8,4.1,91,6
E-05256,2024-06-30,3.4,3.9,4.2,4.2,3.3,4.0,4.2,42,9
E-05257,2024-06-30,3.8,4.5,1.9,4.1,2.5,3.9,3.9,68,3
E-05258,2024-06-30,3.6,4.5,3.7,3.7,2.4,4.2,4.8,24,4
E-05259,2024-06-30,3.2,3.4,4.1,4.3,3.1,3.7,3.9,53,4
E-05260,2024-06-30,5.0,3.2,4.7,4.2,3.1,4.4,2.9,44,8
E-05261,2024-06-30,4.6,3.6,2.5,3.9,2.6,4.0,3.9,67,9
E-05262,2024-06-30,3.6,4.5,4.3,3.6,4.1,4.1,4.2,33,4
E-05263,2024-06-30,4.1,4.6,4.7,3.5,3.1,3.8,3.2,40,3
E-05264,2024-06-30,4.2,3.5,2.1,4.1,2.9,4.3,3.7,41,7
E-05265,2024-06-30,4.6,4.2,3.8,4.3,2.8,3.6,4.3,42,2
E-05266,2024-06-30,3.6,4.9,3.9,4.9,3.6,3.6,3.6,20,6
E-05267,2024-06-30,4.5,4.2,3.3,4.2,3.3,3.7,3.7,56,6
E-05268,2024-06-30,3.7,4.7,3.2,3.5,2.0,4.4,4.1,76,6
